Groupe n°,bounding_box
243.0,"POLYGON ((-52.36 4.9, -52.3407 4.9, -52.3407 4.9364, -52.36 4.9364, -52.36 4.9))"
Port isolé,POLYGON EMPTY
243.0,"POLYGON ((-52.36 4.9, -52.3407 4.9, -52.3407 4.9364, -52.36 4.9364, -52.36 4.9))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
244.0,"POLYGON ((-85.9733 15.9295, -85.9421 15.9295, -85.9421 16.0043, -85.9733 16.0043, -85.9733 15.9295))"
Port isolé,POLYGON EMPTY
244.0,"POLYGON ((-85.9733 15.9295, -85.9421 15.9295, -85.9421 16.0043, -85.9733 16.0043, -85.9733 15.9295))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
245.0,"POLYGON ((-22.5551 63.9799, -22.5295 63.9799, -22.5295 64.0204, -22.5551 64.0204, -22.5551 63.9799))"
Port isolé,POLYGON EMPTY
245.0,"POLYGON ((-22.5551 63.9799, -22.5295 63.9799, -22.5295 64.0204, -22.5551 64.0204, -22.5551 63.9799))"
Port isolé,POLYGON EMPTY
246.0,"POLYGON ((-18.3842 65.948, -18.3558 65.948, -18.3558 65.9783, -18.3842 65.9783, -18.3842 65.948))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
246.0,"POLYGON ((-18.3842 65.948, -18.3558 65.948, -18.3558 65.9783, -18.3842 65.9783, -18.3842 65.948))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
247.0,"POLYGON ((-22.0432 64.0475, -21.8247 64.0475, -21.8247 64.1579, -22.0432 64.1579, -22.0432 64.0475))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
247.0,"POLYGON ((-22.0432 64.0475, -21.8247 64.0475, -21.8247 64.1579, -22.0432 64.1579, -22.0432 64.0475))"
247.0,"POLYGON ((-22.0432 64.0475, -21.8247 64.0475, -21.8247 64.1579, -22.0432 64.1579, -22.0432 64.0475))"
247.0,"POLYGON ((-22.0432 64.0475, -21.8247 64.0475, -21.8247 64.1579, -22.0432 64.1579, -22.0432 64.0475))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
247.0,"POLYGON ((-22.0432 64.0475, -21.8247 64.0475, -21.8247 64.1579, -22.0432 64.1579, -22.0432 64.0475))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
247.0,"POLYGON ((-22.0432 64.0475, -21.8247 64.0475, -21.8247 64.1579, -22.0432 64.1579, -22.0432 64.0475))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
245.0,"POLYGON ((-22.5551 63.9799, -22.5295 63.9799, -22.5295 64.0204, -22.5551 64.0204, -22.5551 63.9799))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
248.0,"POLYGON ((79.8498 10.76, 79.8522 10.76, 79.8522 10.8394, 79.8498 10.8394, 79.8498 10.76))"
Port isolé,POLYGON EMPTY
249.0,"POLYGON ((69.6021 22.3955, 69.6629 22.3955, 69.6629 22.4424, 69.6021 22.4424, 69.6021 22.3955))"
250.0,"POLYGON ((80.3518 13.2501, 80.3614 13.2501, 80.3614 13.3052, 80.3518 13.3052, 80.3518 13.2501))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
249.0,"POLYGON ((69.6021 22.3955, 69.6629 22.3955, 69.6629 22.4424, 69.6021 22.4424, 69.6021 22.3955))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
251.0,"POLYGON ((83.2483 17.6261, 83.3007 17.6261, 83.3007 17.6871, 83.2483 17.6871, 83.2483 17.6261))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
248.0,"POLYGON ((79.8498 10.76, 79.8522 10.76, 79.8522 10.8394, 79.8498 10.8394, 79.8498 10.76))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
250.0,"POLYGON ((80.3518 13.2501, 80.3614 13.2501, 80.3614 13.3052, 80.3518 13.3052, 80.3518 13.2501))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
252.0,"POLYGON ((75.5046 11.6955, 75.5287 11.6955, 75.5287 11.7289, 75.5046 11.7289, 75.5046 11.6955))"
253.0,"POLYGON ((76.5393 8.8737, 76.5836 8.8737, 76.5836 8.9343, 76.5393 8.9343, 76.5393 8.8737))"
252.0,"POLYGON ((75.5046 11.6955, 75.5287 11.6955, 75.5287 11.7289, 75.5046 11.7289, 75.5046 11.6955))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
254.0,"POLYGON ((69.084 22.4517, 69.091 22.4517, 69.091 22.4713, 69.084 22.4713, 69.084 22.4517))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
253.0,"POLYGON ((76.5393 8.8737, 76.5836 8.8737, 76.5836 8.9343, 76.5393 8.9343, 76.5393 8.8737))"
254.0,"POLYGON ((69.084 22.4517, 69.091 22.4517, 69.091 22.4713, 69.084 22.4713, 69.084 22.4517))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
251.0,"POLYGON ((83.2483 17.6261, 83.3007 17.6261, 83.3007 17.6871, 83.2483 17.6871, 83.2483 17.6261))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
255.0,"POLYGON ((97.1064 5.1643, 97.1403 5.1643, 97.1403 5.2224, 97.1064 5.2224, 97.1064 5.1643))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
256.0,"POLYGON ((105.9482 -6.0103, 106.0366 -6.0103, 106.0366 -5.8744, 105.9482 -5.8744, 105.9482 -6.0103))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
257.0,"POLYGON ((116.774 -1.2463, 116.8082 -1.2463, 116.8082 -1.2114, 116.774 -1.2114, 116.774 -1.2463))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
255.0,"POLYGON ((97.1064 5.1643, 97.1403 5.1643, 97.1403 5.2224, 97.1064 5.2224, 97.1064 5.1643))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
258.0,"POLYGON ((104.1432 1.0014, 104.2529 1.0014, 104.2529 1.089, 104.1432 1.089, 104.1432 1.0014))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
259.0,"POLYGON ((104.8026 -2.9896, 104.8353 -2.9896, 104.8353 -2.9845, 104.8026 -2.9845, 104.8026 -2.9896))"
259.0,"POLYGON ((104.8026 -2.9896, 104.8353 -2.9896, 104.8353 -2.9845, 104.8026 -2.9845, 104.8026 -2.9896))"
260.0,"POLYGON ((103.8965 1.0878, 104.0074 1.0878, 104.0074 1.1692, 103.8965 1.1692, 103.8965 1.0878))"
Port isolé,POLYGON EMPTY
260.0,"POLYGON ((103.8965 1.0878, 104.0074 1.0878, 104.0074 1.1692, 103.8965 1.1692, 103.8965 1.0878))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
261.0,"POLYGON ((136.7709 -4.852, 136.7969 -4.852, 136.7969 -4.8033, 136.7709 -4.8033, 136.7709 -4.852))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
257.0,"POLYGON ((116.774 -1.2463, 116.8082 -1.2463, 116.8082 -1.2114, 116.774 -1.2114, 116.774 -1.2463))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
258.0,"POLYGON ((104.1432 1.0014, 104.2529 1.0014, 104.2529 1.089, 104.1432 1.089, 104.1432 1.0014))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
261.0,"POLYGON ((136.7709 -4.852, 136.7969 -4.852, 136.7969 -4.8033, 136.7709 -4.8033, 136.7709 -4.852))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
262.0,"POLYGON ((114.4051 -8.1599, 114.4367 -8.1599, 114.4367 -8.1337, 114.4051 -8.1337, 114.4051 -8.1599))"
263.0,"POLYGON ((105.3132 -5.521, 105.3422 -5.521, 105.3422 -5.4706, 105.3132 -5.4706, 105.3132 -5.521))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
264.0,"POLYGON ((116.2036 -3.237, 116.2884 -3.237, 116.2884 -3.2083, 116.2036 -3.2083, 116.2036 -3.237))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
256.0,"POLYGON ((105.9482 -6.0103, 106.0366 -6.0103, 106.0366 -5.8744, 105.9482 -5.8744, 105.9482 -6.0103))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
263.0,"POLYGON ((105.3132 -5.521, 105.3422 -5.521, 105.3422 -5.4706, 105.3132 -5.4706, 105.3132 -5.521))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
265.0,"POLYGON ((112.6583 -7.1954, 112.7215 -7.1954, 112.7215 -7.1346, 112.6583 -7.1346, 112.6583 -7.1954))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
262.0,"POLYGON ((114.4051 -8.1599, 114.4367 -8.1599, 114.4367 -8.1337, 114.4051 -8.1337, 114.4051 -8.1599))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
265.0,"POLYGON ((112.6583 -7.1954, 112.7215 -7.1954, 112.7215 -7.1346, 112.6583 -7.1346, 112.6583 -7.1954))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
260.0,"POLYGON ((103.8965 1.0878, 104.0074 1.0878, 104.0074 1.1692, 103.8965 1.1692, 103.8965 1.0878))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
256.0,"POLYGON ((105.9482 -6.0103, 106.0366 -6.0103, 106.0366 -5.8744, 105.9482 -5.8744, 105.9482 -6.0103))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
264.0,"POLYGON ((116.2036 -3.237, 116.2884 -3.237, 116.2884 -3.2083, 116.2036 -3.2083, 116.2036 -3.237))"
Port isolé,POLYGON EMPTY
256.0,"POLYGON ((105.9482 -6.0103, 106.0366 -6.0103, 106.0366 -5.8744, 105.9482 -5.8744, 105.9482 -6.0103))"
Port isolé,POLYGON EMPTY
256.0,"POLYGON ((105.9482 -6.0103, 106.0366 -6.0103, 106.0366 -5.8744, 105.9482 -5.8744, 105.9482 -6.0103))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
258.0,"POLYGON ((104.1432 1.0014, 104.2529 1.0014, 104.2529 1.089, 104.1432 1.089, 104.1432 1.0014))"
256.0,"POLYGON ((105.9482 -6.0103, 106.0366 -6.0103, 106.0366 -5.8744, 105.9482 -5.8744, 105.9482 -6.0103))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
260.0,"POLYGON ((103.8965 1.0878, 104.0074 1.0878, 104.0074 1.1692, 103.8965 1.1692, 103.8965 1.0878))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
266.0,"POLYGON ((-9.1058 52.6136, -9.0545 52.6136, -9.0545 52.6439, -9.1058 52.6439, -9.1058 52.6136))"
267.0,"POLYGON ((-8.3347 51.8372, -8.2594 51.8372, -8.2594 51.8774, -8.3347 51.8774, -8.3347 51.8372))"
Port isolé,POLYGON EMPTY
268.0,"POLYGON ((-9.4991 52.59, -9.3756 52.59, -9.3756 52.6329, -9.4991 52.6329, -9.4991 52.59))"
Port isolé,POLYGON EMPTY
267.0,"POLYGON ((-8.3347 51.8372, -8.2594 51.8372, -8.2594 51.8774, -8.3347 51.8774, -8.3347 51.8372))"
267.0,"POLYGON ((-8.3347 51.8372, -8.2594 51.8372, -8.2594 51.8774, -8.3347 51.8774, -8.3347 51.8372))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
267.0,"POLYGON ((-8.3347 51.8372, -8.2594 51.8372, -8.2594 51.8774, -8.3347 51.8774, -8.3347 51.8372))"
Port isolé,POLYGON EMPTY
269.0,"POLYGON ((-6.1845 53.3002, -6.1304 53.3002, -6.1304 53.345, -6.1845 53.345, -6.1845 53.3002))"
270.0,"POLYGON ((-6.9717 52.3672, -6.9533 52.3672, -6.9533 52.3906, -6.9717 52.3906, -6.9717 52.3672))"
271.0,"POLYGON ((-6.9864 55.1919, -6.9678 55.1919, -6.9678 55.2003, -6.9864 55.2003, -6.9864 55.1919))"
Port isolé,POLYGON EMPTY
270.0,"POLYGON ((-6.9717 52.3672, -6.9533 52.3672, -6.9533 52.3906, -6.9717 52.3906, -6.9717 52.3672))"
Port isolé,POLYGON EMPTY
267.0,"POLYGON ((-8.3347 51.8372, -8.2594 51.8372, -8.2594 51.8774, -8.3347 51.8774, -8.3347 51.8372))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
268.0,"POLYGON ((-9.4991 52.59, -9.3756 52.59, -9.3756 52.6329, -9.4991 52.6329, -9.4991 52.59))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
268.0,"POLYGON ((-9.4991 52.59, -9.3756 52.59, -9.3756 52.6329, -9.4991 52.6329, -9.4991 52.59))"
267.0,"POLYGON ((-8.3347 51.8372, -8.2594 51.8372, -8.2594 51.8774, -8.3347 51.8774, -8.3347 51.8372))"
267.0,"POLYGON ((-8.3347 51.8372, -8.2594 51.8372, -8.2594 51.8774, -8.3347 51.8774, -8.3347 51.8372))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
266.0,"POLYGON ((-9.1058 52.6136, -9.0545 52.6136, -9.0545 52.6439, -9.1058 52.6439, -9.1058 52.6136))"
272.0,"POLYGON ((-6.2576 54.0348, -6.1343 54.0348, -6.1343 54.0981, -6.2576 54.0981, -6.2576 54.0348))"
269.0,"POLYGON ((-6.1845 53.3002, -6.1304 53.3002, -6.1304 53.345, -6.1845 53.345, -6.1845 53.3002))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
272.0,"POLYGON ((-6.2576 54.0348, -6.1343 54.0348, -6.1343 54.0981, -6.2576 54.0981, -6.2576 54.0348))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
273.0,"POLYGON ((-4.7336 54.0728, -4.6489 54.0728, -4.6489 54.0728, -4.7336 54.0728))"
273.0,"POLYGON ((-4.7336 54.0728, -4.6489 54.0728, -4.6489 54.0728, -4.7336 54.0728))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
274.0,"POLYGON ((34.9408 29.4867, 34.9582 29.4867, 34.9582 29.5216, 34.9408 29.5216, 34.9408 29.4867))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
275.0,"POLYGON ((10.333 42.7598, 10.4319 42.7598, 10.4319 42.863, 10.333 42.863, 10.333 42.7598))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
276.0,"POLYGON ((8.4543 44.2743, 8.5156 44.2743, 8.5156 44.3165, 8.4543 44.3165, 8.4543 44.2743))"
Port isolé,POLYGON EMPTY
277.0,"POLYGON ((13.5825 41.2253, 13.6193 41.2253, 13.6193 41.2518, 13.5825 41.2518, 13.5825 41.2253))"
278.0,"POLYGON ((9.5833 40.9213, 9.6182 40.9213, 9.6182 40.9905, 9.5833 40.9905, 9.5833 40.9213))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
279.0,"POLYGON ((12.7509 43.9661, 12.7833 43.9661, 12.7833 43.9729, 12.7509 43.9729, 12.7509 43.9661))"
280.0,"POLYGON ((9.4089 41.15, 9.41 41.15, 9.41 41.2087, 9.4089 41.2087, 9.4089 41.15))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
281.0,"POLYGON ((9.2139 44.2997, 9.3427 44.2997, 9.3427 44.3394, 9.2139 44.3394, 9.2139 44.2997))"
Port isolé,POLYGON EMPTY
282.0,"POLYGON ((15.2249 40.0349, 15.2785 40.0349, 15.2785 40.1001, 15.2249 40.1001, 15.2249 40.0349))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
283.0,"POLYGON ((15.795 41.9289, 15.8841 41.9289, 15.8841 41.9383, 15.795 41.9383, 15.795 41.9289))"
Port isolé,POLYGON EMPTY
284.0,"POLYGON ((12.2604 44.4777, 12.2913 44.4777, 12.2913 44.4963, 12.2604 44.4963, 12.2604 44.4777))"
Port isolé,POLYGON EMPTY
285.0,"POLYGON ((13.8569 40.7448, 13.9155 40.7448, 13.9155 40.7558, 13.8569 40.7558, 13.8569 40.7448))"
Port isolé,POLYGON EMPTY
286.0,"POLYGON ((10.2017 42.7457, 10.2406 42.7457, 10.2406 42.8125, 10.2017 42.8125, 10.2017 42.7457))"
277.0,"POLYGON ((13.5825 41.2253, 13.6193 41.2253, 13.6193 41.2518, 13.5825 41.2518, 13.5825 41.2253))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
281.0,"POLYGON ((9.2139 44.2997, 9.3427 44.2997, 9.3427 44.3394, 9.2139 44.3394, 9.2139 44.2997))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
287.0,"POLYGON ((14.83 38.5462, 14.8744 38.5462, 14.8744 38.5528, 14.83 38.5528, 14.83 38.5462))"
286.0,"POLYGON ((10.2017 42.7457, 10.2406 42.7457, 10.2406 42.8125, 10.2017 42.8125, 10.2017 42.7457))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
280.0,"POLYGON ((9.4089 41.15, 9.41 41.15, 9.41 41.2087, 9.4089 41.2087, 9.4089 41.15))"
288.0,"POLYGON ((15.2479 37.0575, 15.2872 37.0575, 15.2872 37.1989, 15.2479 37.1989, 15.2479 37.0575))"
Port isolé,POLYGON EMPTY
288.0,"POLYGON ((15.2479 37.0575, 15.2872 37.0575, 15.2872 37.1989, 15.2479 37.1989, 15.2479 37.0575))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
281.0,"POLYGON ((9.2139 44.2997, 9.3427 44.2997, 9.3427 44.3394, 9.2139 44.3394, 9.2139 44.2997))"
289.0,"POLYGON ((15.527 38.1336, 15.6278 38.1336, 15.6278 38.2258, 15.527 38.2258, 15.527 38.1336))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
289.0,"POLYGON ((15.527 38.1336, 15.6278 38.1336, 15.6278 38.2258, 15.527 38.2258, 15.527 38.1336))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
290.0,"POLYGON ((13.9474 40.7486, 14.1511 40.7486, 14.1511 40.8208, 13.9474 40.8208, 13.9474 40.7486))"
Port isolé,POLYGON EMPTY
291.0,"POLYGON ((15.1898 38.7845, 15.2392 38.7845, 15.2392 38.8094, 15.1898 38.8094, 15.1898 38.7845))"
292.0,"POLYGON ((9.6939 39.953, 9.6995 39.953, 9.6995 39.9893, 9.6939 39.9893, 9.6939 39.953))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
293.0,"POLYGON ((14.967 38.4159, 14.9681 38.4159, 14.9681 38.4693, 14.967 38.4693, 14.967 38.4159))"
Port isolé,POLYGON EMPTY
294.0,"POLYGON ((14.7066 40.645, 14.7396 40.645, 14.7396 40.6558, 14.7066 40.6558, 14.7066 40.645))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
293.0,"POLYGON ((14.967 38.4159, 14.9681 38.4159, 14.9681 38.4693, 14.967 38.4693, 14.967 38.4159))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
282.0,"POLYGON ((15.2249 40.0349, 15.2785 40.0349, 15.2785 40.1001, 15.2249 40.1001, 15.2249 40.0349))"
Port isolé,POLYGON EMPTY
289.0,"POLYGON ((15.527 38.1336, 15.6278 38.1336, 15.6278 38.2258, 15.527 38.2258, 15.527 38.1336))"
278.0,"POLYGON ((9.5833 40.9213, 9.6182 40.9213, 9.6182 40.9905, 9.5833 40.9905, 9.5833 40.9213))"
288.0,"POLYGON ((15.2479 37.0575, 15.2872 37.0575, 15.2872 37.1989, 15.2479 37.1989, 15.2479 37.0575))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
287.0,"POLYGON ((14.83 38.5462, 14.8744 38.5462, 14.8744 38.5528, 14.83 38.5528, 14.83 38.5462))"
