id,updateTimestamp,staticData.aisClass,staticData.flag,staticData.name,staticData.callsign,staticData.timestamp,staticData.updateTimestamp,staticData.shipType,staticData.shipSubType,staticData.mmsi,staticData.imo,staticData.dimensions.a,staticData.dimensions.b,staticData.dimensions.c,staticData.dimensions.d,staticData.dimensions.width,staticData.dimensions.length,lastPositionUpdate.accuracy,lastPositionUpdate.collectionType,lastPositionUpdate.course,lastPositionUpdate.heading,lastPositionUpdate.latitude,lastPositionUpdate.longitude,lastPositionUpdate.maneuver,lastPositionUpdate.navigationalStatus,lastPositionUpdate.speed,lastPositionUpdate.timestamp,lastPositionUpdate.updateTimestamp,currentVoyage.destination,currentVoyage.draught,currentVoyage.eta,currentVoyage.timestamp,currentVoyage.updateTimestamp
da3d9e97-4321-3118-a1d8-2d2ed1b01b6f,2023-03-20T10:58:08.455Z,A,FR,PRINS BERNHARD,FKHH,2023-03-19T09:09:14.000Z,2023-03-19T09:10:40.823Z,FISHING,FISHING,227302000,8224406,64,24,7,7,14,88,LOW,SATELLITE,329.5,318.0,55.829745,-9.54037,NOT_AVAILABLE,UNDER_WAY_USING_ENGINE,4.2,2023-03-20T08:18:54.000Z,2023-03-20T10:58:08.455Z,FISHING GROUNDS,6.2,2023-03-18T08:30:00.000Z,2023-03-19T09:09:14.000Z,2023-03-19T09:10:40.823Z
da3d9e97-4321-3118-a1d8-2d2ed1b01b6f,2023-03-20T10:58:08.455Z,A,FR,PRINS BERNHARD,FKHH,2023-03-19T09:09:14.000Z,2023-03-19T09:10:40.823Z,FISHING,FISHING,227302000,8224406,64,24,7,7,14,88,LOW,SATELLITE,329.5,318.0,55.829745,-9.54037,NOT_AVAILABLE,UNDER_WAY_USING_ENGINE,4.2,2023-03-20T08:18:54.000Z,2023-03-20T10:58:08.455Z,FISHING GROUNDS,6.2,2023-03-18T08:30:00.000Z,2023-03-19T09:09:14.000Z,2023-03-19T09:10:40.823Z
