country_iso3;cfr;IMO;registration_number;external_marking;ship_name;ircs;mmsi;loa;type;mt_activated;comment
ESP;26052 ESP;8746208;3CT-1-3-04;3CT-1-3-04;NUEVO RAMON Y DOLORES;ECFN;224127540;26.25;>25m;false ;
ESP;26106 ESP;8799097;3CP-3-4-04;3CP-3-4-04;L'ARROMANGAT;EA7277;224128190;25;>25m;false ;
ESP;26064 ESP;9317640;3SS-1-2-04;3SS-1-2-04;GURE GOGOA;EAJC;224128930;37;>25m;false ;
ESP;25536 ESP;9098622;3GC-1-7-02;3GC-1-7-02;BOUSO;ECBD;224130000;38;>25m;false ;
ESP;23133 ESP;9148788;3GI-4-7-95;3GI-4-7-95;HERMANOS BUSTO;EAMA;224130870;29.35;>25m;false ;
ESP;26095 ESP;8746234;3BA-1-3-04;3BA-1-3-04;MONTCLAR III;ECFU;224131390;26.27;>25m;false ;
ESP;25778 ESP;9306603;3VI-7-35-02;3VI-7-35-02;ZUMAYA DOUS;ECBF;224132000;30;>25m;false ;
ESP;24162 ESP;8737506;3CP-2-4-98;3CP-2-4-98;EL PARAISO;EA3618;224132580;28;>25m;false ;
ESP;26217 ESP;9335288;3VILL-5-2-03;3VILL-5-2-03;SEMPRE GALAICO;ECCO;224132850;26;>25m;false ;
ESP;21837 ESP;9007221;3GI-4-2203;3GI-4-2203;RIO ALGAR PRIMERO;EGYL;224133000;33.02;>25m;false ;
ESP;26098 ESP;9338448;3CO-2-3-04;3CO-2-3-04;NUEVO MUGARDOS;ECGP;224133790;37;>25m;false ;
ESP;23665 ESP;9144641;3VI-5-4-97;3VI-5-4-97;ARMAVEN TRES;EACA;224134120;28.38;>25m;false ;
ESP;26211 ESP;9317561;3BI-4-1-04;3BI-4-1-04;ONGI ETORI;ECGQ;224134520;33;>25m;false ;
ESP;26157 ESP;8542664;3BI-3-2-04;3BI-3-2-04;GURE IMANOL;EA7404;224134940;26.5;>25m;false ;
ESP;26149 ESP;8734815;3CP-3-7-04;3CP-3-7-04;ALBYMAR;EAOT;224134990;26.25;>25m;false ;
ESP;25952 ESP;9329083;3VI-7-10-03;3VI-7-10-03;PEDRA DA GRELO;ECEL;224135000;35.35;>25m;false ;
ESP;23982 ESP;8737611;3TA-3-1-98;3TA-3-1-98;SORD;EA3566;224135530;27.4;>25m;false ;
ESP;26144 ESP;9264843;3CO-2-6-02;3CO-2-6-02;VIRGEN TERCERA;ECGV;224136380;31.3;>25m;false ;
ESP;26240 ESP;8747551;3ST-2-1-02;3ST-2-1-02;MADRE LUCIA;EBYY;224136470;27;>25m;false ;
ESP;26175 ESP;8996750;3VILL-1-3-04;3VILL-1-3-04;PLAYA DO CASTRO;ECHU;224136920;28;>25m;false ;
ESP;26208 ESP;8524519;3BA-2-1-04;3BA-2-1-04;ORMARANT;EA5054;224137460;25.02;>25m;false ;
ESP;26192 ESP;8796332;3BA-3-1-04;3BA-3-1-04;FAMILIA RIVAS;EA4523;224137530;25;>25m;false ;
ESP;26196 ESP;9338371;3VILL-1-15-04;3VILL-1-15-04;AMENEIRO;EASY;224137550;28;>25m;false ;
ESP;23421 ESP;2847763;3GI-5-2-96;3GI-5-2-96;NUEVO SANTANINA;EA2910;224137770;26.64;>25m;false ;
ESP;26295 ESP;8794499;3CP-3-5-04;3CP-3-5-04;NUEVO DAMAR;EA7301;224137780;25;>25m;false ;
ESP;26177 ESP;8746222;3BA-3-3-04;3BA-3-3-04;L'ARJAU;ECHC;224137940;26.01;>25m;false ;
ESP;26292 ESP;8794918;3CT-1-9-04;3CT-1-9-04;JUAREZ HERMANOS;EA7820;224137950;25.36;>25m;false ;
ESP;23363 ESP;9163386;3FE-2-4-96;3FE-2-4-96;SIEMPRE SAN PRUDENCIO;EA2815;224138280;28;>25m;false ;
ESP;22981 ESP;2812392;3BI-2-2-94;3BI-2-2-94;BETI BEGOÑAKO AMA;EA6648;224138330;25.35;>25m;false ;
ESP;21708 ESP;2807426;3FE-1-1914;3FE-1-1914;GOROSTIAGA HERMANOS;EA3236;224138660;26.58;>25m;false ;
ESP;26299 ESP;8799683;3MH-1-1-04;3MH-1-1-04;CIUTAT DE MAO;EA7777;224138770;25.18;>25m;false ;
ESP;26204 ESP;9338383;3VILL-1-14-04;3VILL-1-14-04;AIROA;ECHS;224138950;28;>25m;false ;
ESP;25137 ESP;9264403;3BI-4-2-01;3BI-4-2-01;INTXORTA MENDI;EBWU;224139000;40;>25m;false ;
ESP;23244 ESP;9151656;3BI-2-1-96;3BI-2-1-96;XIANA E ANXO;EA2621;224139780;25.56;>25m;false ;
ESP;24046 ESP;8733811;3AL-2-4-98;3AL-2-4-98;SANTO NIÑO;EALD;224139820;29.85;>25m;false ;
ESP;27127 ESP;9476496;3CO-2-3-07;3CO-2-3-07;ESCUALO CUATRO;ECNU;224140000;40.3;>25m;false ;
ESP;25092 ESP;2846604;3CA-5-6-00;3CA-5-6-00;NUEVO CARMEN ASUNCION;EA4904;224140330;25;>25m;false ;
ESP;26289 ESP;8731021;3CP-2-3-04;3CP-2-3-04;NUEVO ATXARRE;ECFY;224141360;25.49;>25m;false ;
ESP;23394 ESP;9149108;3SS-1-1-96;3SS-1-1-96;BERRIZ MATUTINA;EANA;224141970;30.85;>25m;false ;
ESP;26226 ESP;9362841;3BI-4-5-04;3BI-4-5-04;IDURRE BERRIA;EAOQ;224141980;33;>25m;false ;
ESP;23341 ESP;9150585;3VI-5-8-96;3VI-5-8-96;ALEXIA;EA2781;224142870;28;>25m;false ;
ESP;26276 ESP;8799413;3BA-6-4-04;3BA-6-4-04;PERLA NOVA;EA7778;224143650;25.39;>25m;false ;
ESP;26285 ESP;9335252;3VI-2-2-04;3VI-2-2-04;NUEVO SAN CIBRAN;EANK;224147180;27.9;>25m;false ;
ESP;23817 ESP;9194232;3VILL-1-2-98;3VILL-1-2-98;PLAYA DO VILAR;EA3315;224147350;26.4;>25m;false ;
ESP;24256 ESP;8733512;3TE-1-1-99;3TE-1-1-99;EL GRANDE PRIMERO;EA3960;224147730;26.5;>25m;false ;
ESP;1672 ESP;8797726;3SS-3-1326;3SS-3-1326;NUEVO JUAN SANTANA;EFGA;224147740;33.55;>25m;false ;
ESP;25313 ESP;9276133;3HU-3-11-01;3HU-3-11-01;VIRGEN MILAGRO R;EAUO;224148000;32.53;>25m;false ;
ESP;26447 ESP;8795510;3TA-3-3-05;3TA-3-3-05;L'AVI JUANITO;EA8198;224151570;25;>25m;false ;
ESP;26388 ESP;9368376;3SS-1-1-05;3SS-1-1-05;ANSIA;ECIO;224152140;27.14;>25m;false ;
ESP;26335 ESP;9324021;3GI-6-3-04;3GI-6-3-04;XUAN MONCHO;ECIZ;224152340;32;>25m;false ;
ESP;23561 ESP;9166089;3FE-2-6-97;3FE-2-6-97;SIEMPRE BELLA VISTA;EAPI;224153130;28.5;>25m;false ;
ESP;26357 ESP;8740656;3AT-2-1-05;3AT-2-1-05;NUEVO ELENA;EACP;224153680;26.26;>25m;false ;
ESP;25542 ESP;9098268;3ST-4-1-03;3ST-4-1-03;ILLA GAVEIRA;ECCE;224154000;46.45;>25m;false ;
ESP;23382 ESP;9148685;3VI-7-15-96;3VI-7-15-96;NOVO XEIXAL;EANM;224156000;37.6;>25m;false ;
ESP;26366 ESP;9099561;3BA-4-1-05;3BA-4-1-05;MARROI SEGON;EAHY;224156790;26;>25m;false ;
ESP;22519 ESP;8684694;3FE-3-1-93;3FE-3-1-93;BASALDUA;EA7626;224157000;27;>25m;false ;
ESP;23833 ESP;9183128;3VILL-1-1-98;3VILL-1-1-98;XUDEMIL;EAQY;224157780;28;>25m;false ;
ESP;26370 ESP;9354777;3SS-1-2-05;3SS-1-2-05;ITSAS LAGUNAK;EAFB;224157840;33.5;>25m;false ;
ESP;23999 ESP;9190042;3VI-5-11-98;3VI-5-11-98;PLAYA DE RIL;EASX;224160000;36;>25m;false ;
ESP;26405 ESP;8799140;3BA-6-2-05;3BA-6-2-05;PORT DE ROSES;EA8262;224160250;27.37;>25m;false ;
ESP;26397 ESP;9362671;3VI-5-3-05;3VI-5-3-05;CANTABRICO TRES;EAQF;224162930;35;>25m;false ;
ESP;26505 ESP;8739102;3CP-3-3-05;3CP-3-3-05;GERMANS FABREGA DOS;ECIR;224164540;27;>25m;false ;
ESP;26402 ESP;8746258;3BA-5-3-05;3BA-5-3-05;BONOMAR F;EBUM;224164580;27.31;>25m;false ;
ESP;23537 ESP;9168908;3AT-2-2-97;3AT-2-2-97;NUESTRA MADRE LORETO;EA3062;224165270;27;>25m;false ;
ESP;12644 ESP;5348512;3GC-1-2489;3GC-1-2489;TAFIRA;EBZP;224166160;36.83;>25m;false ;
ESP;26503 ESP;8747496;3CP-2-4-04;3CP-2-4-04;GRANERO;ECGT;224168820;27;>25m;false ;
ESP;25788 ESP;9098660;3BI-4-2-03;3BI-4-2-03;KALAMENDI;EAXJ;224169000;42.5;>25m;false ;
ESP;26301 ESP;9338395;3LU-2-1-05;3LU-2-1-05;ISAMI;ECIU;224170000;29;>25m;false ;
ESP;26497 ESP;8746272;3AT-4-1-05;3AT-4-1-05;NOU ALMUIXO;EBVM;224171140;25.24;>25m;false ;
ESP;23639 ESP;9174830;3FE-2-9-97;3FE-2-9-97;O CANTIÑO;EAQI;224171360;31.5;>25m;false ;
ESP;24160 ESP;9208928;3FE-2-1-99;3FE-2-1-99;MARTINEZ QUELLE;EAVK;224173000;30;>25m;false ;
ESP;24467 ESP;9225823;3HU-3-9-99;3HU-3-9-99;LA PINTA R;EATC;224175000;32.6;>25m;false ;
ESP;26598 ESP;8743701;3TA-1-5-05;3TA-1-5-05;NOVA ARMONIA;ECKP;224175320;26.13;>25m;false ;
ESP;26518 ESP;9368431;3LU-2-3-05;3LU-2-3-05;ADVIENTO UNO;ECJN;224175430;32;>25m;false ;
ESP;26556 ESP;8743995;3LU-3-1-05;3LU-3-1-05;CURRANA UN;ECJL;224175960;33.5;>25m;false ;
ESP;23529 ESP;9149110;3SS-1-1-97;3SS-1-1-97;ITSASOAN;EANY;224176380;34.45;>25m;false ;
ESP;23748 ESP;9183166;3VILL-1-6-97;3VILL-1-6-97;NUEVO MARINA;EACS;224176390;28;>25m;false ;
ESP;24114 ESP;9192820;3VI-2-3-98;3VI-2-3-98;LOREMAR;EAVN;224178000;29.5;>25m;false ;
ESP;26636 ESP;8523553;3CP-3-6-05;3CP-3-6-05;HERMANOS PLOMER ANGLES;EA3288;224178880;25;>25m;false ;
ESP;26895 ESP;9098672;3BI-4-1-06;3BI-4-1-06;GURE KANTABRIKO;ECLU;224181000;39;>25m;false ;
ESP;26595 ESP;8741117;3LU-3-5-05;3LU-3-5-05;NUEVO SOCIO;ECKD;224181230;31.9;>25m;false ;
ESP;23897 ESP;9191151;3VI-5-7-98;3VI-5-7-98;BAUTISTA PINO;EASK;224181290;29;>25m;false ;
ESP;26635 ESP;8746260;3CP-2-2-05;3CP-2-2-05;L'ILLA GROSSA;EAFG;224184270;27.2;>25m;false ;
ESP;26754 ESP;8523515;3CP-3-9-05;3CP-3-9-05;KATAMBO;EA8513;224185240;25;>25m;false ;
ESP;26751 ESP;8523565;3CP-3-12-05;3CP-3-12-05;PAUNER;EA6644;224185250;26;>25m;false ;
ESP;26696 ESP;8746246;3BA-6-5-05;3BA-6-5-05;BERTO;ECKI;224185350;27.31;>25m;false ;
ESP;24224 ESP;8733720;3GI-6-2-98;3GI-6-2-98;NUEVO SAN JUAN;EACT;224186000;31.5;>25m;false ;
ESP;26677 ESP;9095216;3CO-6-2-06;3CO-6-2-06;SEGUNDA DEL MAR;EABU;224186960;28;>25m;false ;
ESP;26887 ESP;8747599;3ST-4-1-05;3ST-4-1-05;NUEVO CHAROLAIS;ECIY;224187770;26.43;>25m;false ;
ESP;24186 ESP;9208942;3FE-2-5-99;3FE-2-5-99;OLEAJE;EAER;224189000;37.5;>25m;false ;
ESP;26730 ESP;8799437;3BA-6-4-06;3BA-6-4-06;ESTRELLA DE MIGUEL;EA5275;224190270;25;>25m;false ;
ESP;26741 ESP;9095228;3VILL-1-4-06;3VILL-1-4-06;ABRA DE AGUIÑO;ECKS;224192570;27.14;>25m;false ;
ESP;26004 ESP;9329057;3VI-5-13-02;3VI-5-13-02;NUEVO PLEAMAR;ECBM;224196000;47;>25m;false ;
ESP;23978 ESP;9198800;3FE-2-3-98;3FE-2-3-98;HERMANOS LABAEN;EATL;224197150;29.3;>25m;false ;
ESP;26085 ESP;8523503;3CP-3-3-03;3CP-3-3-03;GERMANS DRAGO;EA6681;224197230;25.26;>25m;false ;
ESP;26788 ESP;2242004;3BA-2-1-06;3BA-2-1-06;J.GARRIGA;EA7886;224200490;26.3;>25m;false ;
ESP;26748 ESP;9095230;3VILL-1-8-06;3VILL-1-8-06;PRAIA DO TOURO;ECLS;224201150;27.5;>25m;false ;
ESP;24283 ESP;9208966;3VI-5-8-99;3VI-5-8-99;SERENIN;EALA;224204520;30;>25m;false ;
ESP;24087 ESP;9193367;3GI-6-1-99;3GI-6-1-99;TRAVESIA;EARF;224205420;26.5;>25m;false ;
ESP;23724 ESP;9183178;3FE-2-10-97;3FE-2-10-97;RIO XUNCO;EAGY;224208650;29;>25m;false ;
ESP;24200 ESP;9192818;3VI-2-1-99;3VI-2-1-99;CARMEN E PILAR;EAGZ;224209000;29.5;>25m;false ;
ESP;23246 ESP;8794487;3CP-3-1-96;3CP-3-1-96;CLARIMAR;EA2416;224210180;25.1;>25m;false ;
ESP;26816 ESP;9095254;3VI-5-14-03;3VI-5-14-03;BALEIRO PRIMERO;EAAN;224213490;31;>25m;false ;
ESP;26873 ESP;8799229;3BA-6-3-06;3BA-6-3-06;MONTCLAR I;ECLC;224214550;26.3;>25m;false ;
ESP;24090 ESP;9208930;3FE-2-4-98;3FE-2-4-98;MENDAÑA;EAUW;224216220;29.62;>25m;false ;
ESP;26941 ESP;8796095;3TA-1-3-06;3TA-1-3-06;ENJUVIC;EA9255;224216660;25.15;>25m;false ;
ESP;25870 ESP;9319789;3LU-3-2-03;3LU-3-2-03;TXORI BI;ECEE;224218000;37.8;>25m;false ;
ESP;26926 ESP;8799190;3BA-6-6-06;3BA-6-6-06;PASTOR SEGON;EA9285;224218850;27.12;>25m;false ;
ESP;23204 ESP;8735259;3FE-2-3-96;3FE-2-3-96;CANALECHEVARRIA;EA2510;224218930;26;>25m;false ;
ESP;22924 ESP;2857031;3CP-3-1-94;3CP-3-1-94;SANT PAU;EA3797;224220140;25.2;>25m;false ;
ESP;26961 ESP;8784597;3CP-2-3-06;3CP-2-3-06;PAPA BARRANCO;EA9288;224222430;27.08;>25m;false ;
ESP;23709 ESP;9183154;3VILL-1-7-97;3VILL-1-7-97;SABINO SEGUNDO;EAQU;224225320;28;>25m;false ;
ESP;15478 ESP;8684577;3SS-1-2431;3SS-1-2431;NUEVO CRISTO DEL BUEN VIAJE;EA8798;224227000;25.35;>25m;false ;
ESP;24289 ESP;9154476;3VI-5-2-99;3VI-5-2-99;HERBADI DOS;EAVB;224229000;37.2;>25m;false ;
ESP;25386 ESP;9265304;3VILL-1-3-02;3VILL-1-3-02;COYO TERCERO;ECAN;224233000;32;>25m;false ;
ESP;24796 ESP;9242015;3GC-1-10-00;3GC-1-10-00;MANUEL NORES;EAMC;224235000;49.37;>25m;false ;
ESP;27259 ESP;8799839;3TE-1-7-08;3TE-1-7-08;ESTELA Y MANUEL;EA8063;224239890;25.55;>25m;false ;
ESP;26682 ESP;9362695;3FE-4-18-05;3FE-4-18-05;EIXIL;ECKO;224246000;32.75;>25m;false ;
ESP;21788 ESP;9010321;3VI-7-3554;3VI-7-3554;RIBEL TERCERO;EA2374;224250000;28.3;>25m;false ;
ESP;348 ESP;8335009;3TA-3-2699;3TA-3-2699;MADOBE;EA6395;224252450;28;>25m;false ;
ESP;21899 ESP;8884634;3VI-5-10138;3VI-5-10138;LEYCE;EA4244;224253000;28.85;>25m;false ;
ESP;100053 ESP;9830630;3CO-2-2-18;3CO-2-2-18;MAR DE ESCOCIA;EAUT;224255000;40.06;>25m;false ;
ESP;25475 ESP;9098608;3GC-1-8-02;3GC-1-8-02;CARMEN TERE;ECBC;224256000;44.45;>25m;false ;
ESP;27005 ESP;8794293;3AT-6-2-06;3AT-6-2-06;SOL TERCER;EA4399;224260470;26.2;>25m;false ;
ESP;20310 ESP;8903583;3GI-4-2181;3GI-4-2181;CEDES;EHQA;224261000;31;>25m;false ;
ESP;26011 ESP;9319820;3BI-4-2-04;3BI-4-2-04;EGUZKI LORE;ECGF;224265000;37;>25m;false ;
ESP;24975 ESP;9230701;3GC-1-8-00;3GC-1-8-00;FUNCHO;EAUS;224266000;41.92;>25m;false ;
ESP;25982 ESP;9329203;3VI-5-1-04;3VI-5-1-04;XIADAS DOUS;ECFH;224267000;32.85;>25m;false ;
ESP;26025 ESP;9099559;3LU-3-1-04;3LU-3-1-04;ANXUELA;ECFO;224268000;30;>25m;false ;
ESP;24776 ESP;8733859;3HU-3-11-00;3HU-3-11-00;PEIX MAR VEINTISEIS;EAVA;224270000;32.53;>25m;false ;
ESP;24302 ESP;9214769;3ST-3-2-99;3ST-3-2-99;NOCHE DE PAZ;EAWR;224271000;30.5;>25m;false ;
ESP;24273 ESP;9206293;3GC-1-7-99;3GC-1-7-99;GOFIO;EAVZ;224272000;26.4;>25m;false ;
ESP;25464 ESP;9022879;3CO-2-1-02;3CO-2-1-02;PEIXEMAR DOS;EBXX;224273000;38.8;>25m;false ;
ESP;26193 ESP;9300051;3HU-3-6-03;3HU-3-6-03;PEIX MAR VEINTIOCHO;EAKU;224275000;33.53;>25m;false ;
ESP;25864 ESP;9313333;3VI-5-2-22;3VI-5-2-22;MAR DE CRETA;EAEW;224279000;40.64;>25m;false ;MMSI from ORBIS
ESP;24987 ESP;8734877;3HU-3-12-00;3HU-3-12-00;ALFONSO RIERA TERCERO;EAGP;224282000;26;>25m;false ;
ESP;24610 ESP;9217993;3VI-7-4-00;3VI-7-4-00;O GALOPIN;EAHZ;224286000;32.25;>25m;false ;
ESP;23528 ESP;9166053;3VI-7-14-97;3VI-7-14-97;RAMSES DOUS;EAOK;224288000;32;>25m;false ;
ESP;24328 ESP;8739530;3BI-2-3-99;3BI-2-3-99;LEPORRE ANAIAK;EA4154;224290000;28.55;>25m;false ;
ESP;24332 ESP;8733639;3ST-3-1-99;3ST-3-1-99;MADRE CONSUELO;EAWM;224291000;31.5;>25m;false ;
ESP;24301 ESP;9192806;3VI-2-2-99;3VI-2-2-99;ISLA DE SANTA;EALF;224292000;29.5;>25m;false ;
ESP;27060 ESP;8533986;3GR-1-1-07;3GR-1-1-07;ISLA ALBORAN TRES;EA2733;224297770;25.34;>25m;false ;
ESP;26288 ESP;9329227;3VI-5-4-04;3VI-5-4-04;MONTE MEIXUEIRO;ECFP;224298000;62.5;>25m;false ;
ESP;26134 ESP;9348613;3GI-6-2-04;3GI-6-2-04;REY DE OLAYA;ECHF;224299000;32.6;>25m;false ;
ESP;25723 ESP;9292371;3HU-3-4-03;3HU-3-4-03;MAZAGON R;EAII;224300000;33.53;>25m;false ;
ESP;24949 ESP;9242039;3GC-1-12-00;3GC-1-12-00;IVAN NORES;EBRR;224301000;49.37;>25m;false ;
ESP;27055 ESP;8746284;3BA-3-1-07;3BA-3-1-07;LAIETA D'ARENYS;EABM;224304540;27.2;>25m;false ;
ESP;27041 ESP;8795699;3BA-2-4-06;3BA-2-4-06;LA FERROSA;EA2860;224304660;27;>25m;false ;
ESP;16016 ESP;8808757;3VI-5-10037;3VI-5-10037;BAZ;EAAW;224306000;29.1;>25m;false ;
ESP;25387 ESP;8733392;3VI-7-3-02;3VI-7-3-02;O TABA;EBRW;224308000;32.25;>25m;false ;
ESP;25500 ESP;9297620;3VILL-1-6-02;3VILL-1-6-02;COSTA AZUL UNO;ECBU;224313000;44.45;>25m;false ;
ESP;23773 ESP;8733756;3HU-3-4-98;3HU-3-4-98;PEIX MAR VEINTICUATRO;EARE;224313420;30.1;>25m;false ;
ESP;25103 ESP;9249958;3VI-4-6-01;3VI-4-6-01;PLAYA MENDUIÑA DOS;EBWV;224314000;62;>25m;false ;
ESP;26833 ESP;9095278;3BI-4-1-05;3BI-4-1-05;KAXU;ECJT;224315000;37;>25m;false ;
ESP;25767 ESP;9297656;3VI-5-4-03;3VI-5-4-03;PLAYA ZAHARA;ECCB;224318000;47.75;>25m;false ;
ESP;24966 ESP;8733342;3VI-5-18-00;3VI-5-18-00;BAQUEIRO;EBRJ;224324000;34.5;>25m;false ;
ESP;24352 ESP;8734762;3CO-6-4-99;3CO-6-4-99;MEIRA DA COSTA;EAWL;224329000;28;>25m;false ;
ESP;24331 ESP;9215244;3VI-5-11-99;3VI-5-11-99;COVA BALEA;EAVG;224331000;45.8;>25m;false ;
ESP;24294 ESP;9233038;3VILL-1-4-99;3VILL-1-4-99;CARRIZO DOUS;EBRA;224335000;32;>25m;false ;
ESP;24438 ESP;9221516;3VI-5-13-99;3VI-5-13-99;VIKING BAY;EAWJ;224342000;43.5;>25m;false ;
ESP;24372 ESP;9212618;3VI-2-3-99;3VI-2-3-99;VIRGEN DE CONSOLACION;EAWY;224355000;32;>25m;false ;
ESP;26886 ESP;9095280;3BI-4-3-05;3BI-4-3-05;KAXARRA;ECKC;224361000;37;>25m;false ;
ESP;24967 ESP;9245990;3VI-5-3-01;3VI-5-3-01;PUNTAL DE AGUETE;EBRS;224366000;42.45;>25m;false ;
ESP;25596 ESP;9281877;3VI-2-1-03;3VI-2-1-03;PLAYA PESMAR UNO;EBUD;224369000;71;>25m;false ;
ESP;25780 ESP;9300049;3HU-3-7-03;3HU-3-7-03;PEIX MAR VEINTISIETE;ECEH;224370000;33.53;>25m;false ;
ESP;26449 ESP;9300063;3HU-3-8-03;3HU-3-8-03;PEIX MAR VEINTINUEVE;EAEL;224372000;33.53;>25m;false ;
ESP;25009 ESP;9241906;3GC-1-3-01;3GC-1-3-01;FARRUCO;EBUH;224374000;45.62;>25m;false ;
ESP;23223 ESP;9150602;3VI-5-5-96;3VI-5-5-96;LOMBA MAURI;EA2480;224377000;28;>25m;false ;
ESP;27678 ESP;8516043;3VI-5-1-15;3VI-5-1-15;PARADANTA PRIMERO;EAAB;224378000;58.38;>25m;false ;
ESP;25447 ESP;8747549;3VI-5-4-02;3VI-5-4-02;O KEVIN;EBZD;224380000;40.7;>25m;false ;
ESP;23083 ESP;9103233;3VI-5-10-95;3VI-5-10-95;FARO SILLEIRO DOS;EAKP;224384000;30;>25m;false ;
ESP;25937 ESP;9329174;3GC-1-1-04;3GC-1-1-04;SANTO DO MAR;ECFA;224387000;49.9;>25m;false ;
ESP;10258 ESP;7396941;3VI-5-9848;3VI-5-9848;TEMIS PRIMERO;EGNK;224392000;36.48;>25m;false ;
ESP;25662 ESP;9292369;3HU-3-5-03;3HU-3-5-03;ESPIGON R.;ECDK;224393000;33.53;>25m;false ;
ESP;26256 ESP;9317638;3HU-3-13-03;3HU-3-13-03;RIODOMAR QUINTO;ECHY;224394000;31.3;>25m;false ;
ESP;27189 ESP;8738718;3BI-4-2-07;3BI-4-2-07;GURE GASKUÑA;ECNV;224404000;39;>25m;false ;
ESP;22165 ESP;9010345;3BI-2-1-91;3BI-2-1-91;PLAYA DE BAKIO;EGWJ;224405000;75.6;>25m;false ;
ESP;27812 ESP;9829320;3CO-2-5-17;3CO-2-5-17;ECLIPSE CUATRO;EAHL;224406000;40.06;>25m;false ;
ESP;23129 ESP;8984410;3VI-7-4-95;3VI-7-4-95;MARIVI UNO;EA8764;224407000;27.3;>25m;false ;
ESP;27270 ESP;8795302;3PM-1-3-08;3PM-1-3-08;PUNTA ALJIBE TRES;EA9379;224409830;25.2;>25m;false ;
ESP;GBR000C18081;7527423;3VI-5-1-20;3VI-5-1-20;MAR DE BENS;EBUT;224410000;46.85;>25m;false ;
ESP;27170 ESP;9515826;3VILL-1-1-08;3VILL-1-1-08;NUEVO PESQUERO LIJO;ECOA;224411380;27.5;>25m;false ;
ESP;27243 ESP;8797714;3TA-3-1-08;3TA-3-1-08;EL COYOTE;EC2596;224416530;25.06;>25m;false ;
ESP;25955 ESP;9265328;3VI-4-4-01;3VI-4-4-01;EIRADO DO COSTAL;EBVD;224430000;56;>25m;false ;
ESP;10037 ESP;7385461;3BI-2-2692;3BI-2-2692;KURTZIO;EAUN;224431000;56.1;>25m;false ;
ESP;24468 ESP;8739554;3VI-7-12-99;3VI-7-12-99;NOVO MADRE CARMELA;EA3847;224438000;28;>25m;false ;
ESP;25135 ESP;9245976;3VI-5-2-20;3VI-5-2-20;PLAYA ZAHARA DOS;EBUA;224445000;37.5;>25m;false ;MMSI from ORBIS
ESP;27264 ESP;9571765;3CP-2-1-08;3CP-2-1-08;MASCLET;ECOU;224448260;27;>25m;false ;
ESP;24499 ESP;9221504;3VI-5-3-00;3VI-5-3-00;SIEMPRE NUEVO ANGEL;EAXQ;224452000;29;>25m;false ;
ESP;25809 ESP;9098658;3AL-2-7-03;3AL-2-7-03;PICO TRESMARES;EBYC;224456000;44.45;>25m;false ;
ESP;24725 ESP;8962515;3VI-7-3-00;3VI-7-3-00;MARAL SEGUNDO;EAXY;224459000;37.5;>25m;false ;
ESP;24410 ESP;8733689;3ST-2-2-99;3ST-2-2-99;NUEVO COLLADO LINDO;EA2476;224460000;29.1;>25m;false ;
ESP;15556 ESP;8610801;3VI-5-9967;3VI-5-9967;HERMANOS GANDON CUATRO;EEDJ;224463000;62.9;>25m;false ;
ESP;23194 ESP;9130779;3VILL-3-10-96;3VILL-3-10-96;DONIENE;EAAI;224464000;109.3;>25m;false ;
ESP;23728 ESP;9175365;3CA-3-3-97;3CA-3-3-97;VILLA DE MARIN;EADK;224468000;39.5;>25m;false ;
ESP;26619 ESP;9338345;3LU-2-5-05;3LU-2-5-05;PLAYA DE CUBELAS;ECKE;224472000;37.5;>25m;false ;
ESP;26138 ESP;9329186;3VILL-1-4-04;3VILL-1-4-04;NUEVO SANTILLANA;ECFG;224492000;32;>25m;false ;
ESP;15243 ESP;8512700;3CO-2-3834;3CO-2-3834;LOITADOR;EDRN;224506000;61.2;>25m;false ;
ESP;24640 ESP;9098854;3HU-3-9-00;3HU-3-9-00;ANDRES R;EAKH;224510000;32.53;>25m;false ;
ESP;26951 ESP;9431408;3CU-1-1-07;3CU-1-1-07;PLAYA DO TORNO;ECML;224514000;36;>25m;false ;
ESP;24775 ESP;9210969;3BI-2-4-00;3BI-2-4-00;ROSITA C;EAHJ;224523000;84.1;>25m;false ;
ESP;26127 ESP;9304851;3GC-1-2-04;3GC-1-2-04;FAKIR;EAHK;224526000;53.85;>25m;false ;
ESP;20232 ESP;8806955;3BI-2-2871;3BI-2-2871;PLAYA DE NOJA;EFAO;224531000;77.3;>25m;false ;
ESP;26159 ESP;9329100;3VI-4-4-04;3VI-4-4-04;RIO CAXIL;ECHZ;224534000;50.5;>25m;false ;
ESP;15829 ESP;8521335;3VI-5-10005;3VI-5-10005;PESCA VAQUEIRO;EDTQ;224540000;66.72;>25m;false ;
ESP;15824 ESP;8812083;3GI-4-2167;3GI-4-2167;RUNO;EFGQ;224544160;28.6;>25m;false ;
ESP;22171 ESP;8604670;3VI-5-10110;3VI-5-10110;BRADOMIN;EHRM;224545000;36.5;>25m;false ;
ESP;25396 ESP;9265330;3VI-4-3-02;3VI-4-3-02;PRAIA DE RODEIRA;ECAL;224546000;40;>25m;false ;
ESP;15921 ESP;8801163;3GI-4-2171;3GI-4-2171;PISCATOR;EHUT;224547000;72.2;>25m;false ;
ESP;21530 ESP;8802363;3GI-4-2186;3GI-4-2186;PLAYA DE RODAS;EHQQ;224559000;55.8;>25m;false ;
ESP;100009 ESP;9850173;3LU-3-1-18;3LU-3-1-18;AVENEIRA;EAHV;224565000;32;>25m;false ;
