id;ship_name;loa;country_iso3;gear;type;imo;ircs;cfr;main_engine_power;auxiliary_engine_power;tonnage_gt;other_tonnage;fish_hold_volume;carrying_capacity;external_marking;start_date;end_date;status;source
PS034;IZARO;89.22;SYC;Purse seine;Purse seiner;9684500;S70K;;;;2737;;1908.68;;;01/02/2014;;ACTIVE;IOTC, IMO, GFW, AIS
ESP000024024;PLAYA DE ANZORAS ;84.5;SYC;Purse seine;Purse seiner;9176917;S7IJ;ESP000024024;;;2446;;6926.3;;;01/12/2013;;ACTIVE;IOTC, IMO, GFW, AIS
ESP000024024;PLAYA DE ANZORAS ;85.5;ESP;Purse seine;Purse seiner;9176917;EAUB;ESP000024024;4302.67;3309.74;2446;1646;6926.3;;3BI-2-3-98;01/02/1999;30/11/2013;ACTIVE;EU REGISTER, IOTC, IMO, GFW
PS036;PLAYA DE LAGA;79;BLZ;Purse seine;Purse seiner;9719800;V3WO6;;2800;0;2298;;1040;;;09/12/2022;;ACTIVE;ICCAT (57323588_ACTIVE), IMO, GFW, AIS
PS036;MORN SESELWA ;79;SYC;Purse seine;Purse seiner;9719800;S7JA;;2800;0;2298;;1040;;;18/11/2014;08/12/2022;ACTIVE;ICCAT (57323588_ACTIVE), IMO, GFW, AIS
PS036;BELLE VUE;79;MUS;Purse seine;Purse seiner;9719800;3BSL;;2800;0;2298;;1040;;;27/09/2014;17/11/2014;ACTIVE;ICCAT (57323588_ACTIVE), IMO, GFW, AIS
PS037;GALERNA II;95.7;SYC;Purse seine;Purse seiner;9663154;S7VH;;;;3445;;2343;;;21/03/2014;;ACTIVE;IOTC, IMO, GFW, AIS
PS038;EUSKADI ALAI;88.65;SYC;Purse seine;Purse seiner;9733480;S7UO;;;;2788;;1908.68;;;26/06/2015;;ACTIVE;IOTC, IMO, GFW, AIS
PS039;JAI ALAI;89.22;SYC;Purse seine;Purse seiner;9733478;S7UK;;;;2788;;1908.68;;;11/02/2015;;ACTIVE;IOTC, IMO, GFW, AIS
PS040;GALERNA III;95.7;SYC;Purse seine;Purse seiner;9663166;S7UG;;;;3445;;2343;;;29/10/2014;;ACTIVE;IOTC, IMO, GFW, AIS
ESP000021921;PACIFIC STAR;105;TZA;Purse seine;Purse seiner;8716837;5IM404;ESP000021921;6994;0;4146;;3307;;;25/02/2022;;ACTIVE;ICCAT (57323588_inoperative), IOTC, IMO, GFW, AIS
ESP000021921;PACIFIC STAR;105;CUW;Purse seine;Purse seiner;8716837;PJEW;ESP000021921;6994;0;4146;;3307;;;02/05/2015;24/02/2022;ACTIVE;ICCAT (57323588_inoperative), IOTC, IMO, GFW, AIS
ESP000021921;PACIFIC STAR;105;KIR;Purse seine;Purse seiner;8716837;T3RG;ESP000021921;6994;0;4146;;3307;;;01/04/2009;01/05/2015;ACTIVE;ICCAT (57323588_inoperative), IOTC, IMO, GFW, AIS
ESP000021921;INTERTUNA CUATRO;105;SYC;Purse seine;Purse seiner;8716837;;ESP000021921;6994;0;4146;;3307;;;01/12/2004;31/03/2009;ACTIVE;ICCAT (57323588_inoperative), IOTC, IMO, GFW, AIS
ESP000021921;ALBACORA;107.1;ESP;Purse seine;Purse seiner;8716837;EGYD;ESP000021921;5148.49;1735.78;4164;2640.27;3307;;3CA-3-1099;01/01/1990;30/11/2004;ACTIVE;ICCAT (57323588_inoperative), IOTC, IMO, GFW, EU REGISTER
PS042;CHARO;73.1;ECU;One boat operated purse seines;Purse seiner;8107646;HC2995;;4000;0;2384;;2023;;;01/02/1996;;ACTIVE;WCPFC, IMO, GFW, AIS
PS042;CHARO;73.1;BLZ;One boat operated purse seines;Purse seiner;8107646;;;4000;0;2384;;2023;;;01/12/1993;31/01/1996;ACTIVE;WCPFC, IMO, GFW, AIS
PS042;TUNGUI;73.1;BLZ;One boat operated purse seines;Purse seiner;8107646;;;4000;0;2384;;2023;;;01/10/1993;30/11/1993;ACTIVE;WCPFC, IMO, GFW, AIS
PS042;TUNGUI;73.1;MEX;One boat operated purse seines;Purse seiner;8107646;;;4000;0;2384;;2023;;;01/12/1984;30/09/1993;ACTIVE;WCPFC, IMO, GFW, AIS
ESP000012215;GUAYATUNA UNO;77.3;ECU;One boat operated purse seines;Purse seiner;8107476;ESP000012215;HC4649;4400;0;2165;;1765;;;01/01/2005;;ACTIVE;WCPFC, IMO, GFW, AIS
ESP000012215;ALBACORA DOCE;77.3;ECU;One boat operated purse seines;Purse seiner;8107476;ESP000012215;;4400;0;2165;;1765;;;01/11/2004;31/12/2004;ACTIVE;WCPFC, IMO, GFW, AIS
ESP000012215;ALBACORA DOCE;77.3;PAN;One boat operated purse seines;Purse seiner;8107476;ESP000012215;;4400;0;2165;;1765;;;01/11/2003;31/10/2004;ACTIVE;WCPFC, IMO, GFW, AIS
ESP000012215;ALBACORA DOCE;77.3;GTM;One boat operated purse seines;Purse seiner;8107476;ESP000012215;;4400;0;2165;;1765;;;01/08/1999;31/10/2003;ACTIVE;WCPFC, IMO, GFW, AIS
ESP000012215;ALBACORA DOCE;71.48;ESP;One boat operated purse seines;Purse seiner;8107476;ESP000012215;EADV;3234;0;2165;0;1765;;3-VI-59834;01/10/1982;31/07/1999;ACTIVE;EU REGISTER, WCPFC, IMO, GFW 
ESP000012217;GUAYATUNA DOS;77.3;ECU;One boat operated purse seines;Purse seiner;8111087;HC4650;ESP000012217;4400;0;2165;;1765;;;01/02/2005;;ACTIVE;WCPFC, IMO, GFW, AIS
ESP000012217;ALBACORA CATORCE;77.3;ECU;One boat operated purse seines;Purse seiner;8111087;;ESP000012217;4400;0;2165;;1765;;;01/11/2004;31/01/2005;ACTIVE;WCPFC, IMO, GFW, AIS
ESP000012217;ALBACORA CATORCE;77.3;PAN;One boat operated purse seines;Purse seiner;8111087;;ESP000012217;4400;0;2165;;1765;;;01/11/2003;31/10/2004;ACTIVE;WCPFC, IMO, GFW, AIS
ESP000012217;ALBACORA CATORCE;77.3;GTM;One boat operated purse seines;Purse seiner;8111087;;ESP000012217;4400;0;2165;;1765;;;01/08/1999;31/10/2003;ACTIVE;WCPFC, IMO, GFW, AIS
ESP000012217;ALBACORA CATORCE;71.48;ESP;One boat operated purse seines;Purse seiner;8111087;EDUV;ESP000012217;3234;0;2165;0;1765;;3-VI-59832;01/01/1983;31/07/1999;ACTIVE;EU REGISTER, WCPFC, IMO, GFW 
PS045;JOCAY;91.1;ECU;Purse seine;Purse seiner;9710983;HC5587;;7000;0;2838;;1881;1693;;14/11/2014;;ACTIVE;IATTC, IMO, GFW, AIS
PS046;EGALABUR;91.1;BLZ;Purse seine;Purse seiner;9710995;V3OI5;;5800;0;2863;;1350;;;08/05/2023;;ACTIVE;ICCAT (57323588_ACTIVE), IMO, GFW, AIS
PS046;EGALABUR;91.1;CUW;Purse seine;Purse seiner;9710995;PJYU;;5800;0;2863;;1350;;;28/04/2021;07/05/2023;ACTIVE;ICCAT (57323588_ACTIVE), IMO, GFW, AIS
PS046;EGALABUR;91.1;CPV;Purse seine;Purse seiner;9710995;D4GX;;5800;0;2863;;1350;;;14/07/2014;27/04/2021;ACTIVE;ICCAT (57323588_ACTIVE), IMO, GFW, AIS
ESP000021905;TXORI BERRI;81;OMN;Purse seine;Purse seiner;9006033;A4BB5;ESP000021905;;;2400;;1000;;;01/06/2022;;ACTIVE;IOTC, IMO, GFW, AIS
ESP000021905;TXORI BERRI;81;BLZ;Purse seine;Purse seiner;9006033;V3UO9;ESP000021905;;;2400;;1000;;;06/12/2013;31/05/2022;ACTIVE;IOTC, IMO, GFW, AIS
ESP000021905;TXORI BERRI;81;ESP;Purse seine;Purse seiner;9006033;EHBX;ESP000021905;3308.82;2720.59;2400;1707.69;1000;;3-BI-22875;01/02/1991;05/12/2013;ACTIVE;EU REGISTER, IOTC, IMO, GFW
SWE000010422;CARMONA;49.9;LTU;OTM;;9921805;LYCI;SWE000010422;2666;718;1197;0;;;KL 947;17/02/2025;;ACTIVE;EU REGISTER
SWE000010422;CARMONA;49.9;SWE;OTM;;9921805;SBNJ;SWE000010422;2666;500;1197;0;;;GG330;18/04/2024;16/02/2025;ACTIVE;EU REGISTER
SWE000010422;CARMONA;49.9;LTU;OTM;;9921805;LYCI;SWE000010422;2666;718;1197;0;;;KL 942;08/03/2024;17/04/2024;ACTIVE;EU REGISTER
SWE000010422;CARMONA;49.9;SWE;OTM;;9921805;SBNJ;SWE000010422;2666;500;1197;0;;;GG330;03/07/2022;07/03/2024;ACTIVE;EU REGISTER
SWE000010422;CARMONA;49.9;SWE;OTM;;9921805;SBNJ;SWE000010422;2666;500;1230;0;;;GG330;27/06/2022;02/07/2022;ACTIVE;EU REGISTER
SWE000010422;CARMONA;49.9;SWE;OTM;;9921805;SBNJ;SWE000010422;2666;0;1230;0;;;GG330;21/06/2022;26/06/2022;ACTIVE;EU REGISTER
SWE000010376;VINGASK�R;34;SWE;OTB;;9886433;SCAB;SWE000010376;736;258;499;0;;;GG500;13/02/2025;;ACTIVE;EU REGISTER
SWE000010376;VINGASK�R;34;SWE;OTB;;9886433;SCAB;SWE000010376;736;0;499;0;;;GG500;29/06/2021;12/02/2025;ACTIVE;EU REGISTER
SWE000010350;ASTRID-MARIE;63.85;SWE;OTM;;9900978;SBYU;SWE000010350;2999;1480;1622;0;;;GG64;31/01/2021;;ACTIVE;EU REGISTER
SWE000010331;TOR-�N;49.99;DNK;OTM;;9840116;OUJF;SWE000010331;2999;0;1310;0;;;S204;12/04/2022;;ACTIVE;EU REGISTER
SWE000010331;TOR-�N;49.99;SWE;OTM;;9840116;SBHJ;SWE000010331;2999;0;1310;0;;;GG204;02/07/2020;11/04/2022;ACTIVE;EU REGISTER
SWE000010307;TORLAND;49.99;SWE;OTM;;9840104;SBHC;SWE000010307;2999;600;1310;0;;;GG207;27/06/2022;;ACTIVE;EU REGISTER
SWE000010307;TORLAND;49.99;SWE;OTM;;9840104;SBHC;SWE000010307;2999;0;1310;0;;;GG207;18/03/2020;26/06/2022;ACTIVE;EU REGISTER
SWE000010243;SIGNET;28.08;DNK;OTB;;9814715;OVRN;SWE000010243;749;0;335.3;0;;;HG264;26/03/2025;;CHECK_FOR_NEW_MMSI;EU REGISTER, AIS
SWE000010243;ARK�;28.05;SWE;OTB;;9814715;SBAK;SWE000010243;736;204;335;0;;;;18/03/2025;25/03/2025;ACTIVE;EU REGISTER, AIS
SWE000010243;ARK�;28.05;SWE;OTB;;9814715;SBAK;SWE000010243;736;204;335;0;;;GG707;26/06/2018;17/03/2025;ACTIVE;EU REGISTER, AIS
SWE000010230;CLIPPERTON;63;SWE;OTM;;9816775;SBCR;SWE000010230;2999;1600;1568;0;;;GG229;04/05/2018;;ACTIVE;EU REGISTER
SWE000010126;V�STFJORD II;41.8;SWE;OTM;;9286748;SGZE;SWE000010126;2040;800;601;0;;;GG218;23/03/2016;;ACTIVE;EU REGISTER
SWE000010126;CETUS;41.8;NOR;;;9286748;LLYM;SWE000010126;;;599;;;;;01/01/2002;22/03/2016;ACTIVE;IMO
SWE000010025;STELLA NOVA IX;49.84;DNK;OTB;;9741164;OYQN;SWE000010025;2000;0;1023;0;;;S464;02/01/2020;;ACTIVE;EU REGISTER
SWE000010025;CARMONA AF DYR�N;49.84;SWE;OTM;;9741164;SIHT;SWE000010025;2000;400;1023;0;;;GG330;24/06/2014;01/01/2020;ACTIVE;EU REGISTER, GFW
SWE000009795;SILVERFORS;40.05;FIN;OTM;;8322765;OJRS;SWE000009795;1280;505;499;0;;;FIN-1146-T;23/08/2016;;ACTIVE;EU REGISTER, GFW
SWE000009795;V�STFJORD;40.05;SWE;OTM;;8322765;SKNM;SWE000009795;1280;570;499;0;;;GG218;28/02/2012;22/08/2016;ACTIVE;EU REGISTER, GFW
SWE000009795;SHANNON;40.05;NOR;;;8322765;;SWE000009795;;;499;;;;;01/01/1999;27/02/2012;ACTIVE;IMO, GFW
SWE000009795;PERNILLE;40.05;DNK;;;8322765;;SWE000009795;;;499;;;;;01/11/1984;31/12/1998;ACTIVE;IMO
SWE000009763;MOSTEIN;43.85;NOR;;;9644782;JXUM;SWE000009763;;;807;;;;;19/03/2023;;ACTIVE;IMO, AIS, GFW
SWE000009763;L�V�N;43.85;SWE;OTM;;9644782;SJKE;SWE000009763;2000;500;807;0;;;GG778;13/03/2012;18/03/2023;ACTIVE;EU REGISTER, GFW
SWE000009717;ELLEN BACH;51.72;DEU;OTB;;9211676;DKIH2;SWE000009717;2030;1077;764;0;;;SH4;26/03/2018;;ACTIVE;EU REGISTER, GFW
SWE000009717;CLIPPERTON;51.72;SWE;OTM;;9211676;SHKW;SWE000009717;2030;1077;764;0;;;GG438;08/08/2011;25/03/2018;ACTIVE;EU REGISTER, GFW
SWE000009717;GOLLENES;51.72;NOR;;;9211676;;SWE000009717;;;764;;;;;01/01/1999;07/08/2011;ACTIVE;IMO
SWE000009445;CADIZ;47.48;DNK;OTB;;8516225;OXHK;SWE000009445;1500;425;672;0;;;L421;13/12/2019;;ACTIVE;EU REGISTER, GFW
SWE000009445;STELLA NOVA VIII;47.48;DNK;OTB;;8516225;OXHK;SWE000009445;1500;425;672;0;;;AS464;01/03/2016;12/12/2019;ACTIVE;EU REGISTER, GFW
SWE000009445;STELLA NOVA VIII;47.48;DNK;OTB;;8516225;OXHK;SWE000009445;1200;0;672;0;;;AS464;03/10/2013;29/02/2016;ACTIVE;EU REGISTER
SWE000009445;STELLA NOVA VIII;47.15;DNK;OTB;;8516225;OXHK;SWE000009445;1200;0;663;0;;;AS464;15/10/2010;02/10/2013;ACTIVE;EU REGISTER
SWE000009445;STELLA NOVA VIII;42.4;DNK;OTB;;8516225;OXHK;SWE000009445;1200;0;535;0;;;AS464;14/04/2010;14/10/2010;ACTIVE;EU REGISTER
SWE000009445;STELLA NOVA AV FOT�;40.41;SWE;OTM;;8516225;SFJV;SWE000009445;1200;230;535;0;;;GG464;01/08/2008;13/04/2010;ACTIVE;EU REGISTER
SWE000009445;GANTHI;;NOR;;;8516225;;SWE000009445;;;;;;;;01/04/1998;31/07/2008;ACTIVE;IMO
SWE000009445;GANTHI;;SWE;;;8516225;;SWE000009445;;;;;;;;01/08/1987;31/03/1998;ACTIVE;IMO
SWE000008442;MARIE;29.77;EST;OTM;;8702757;ESLF;SWE000008442;691;299;252;0;;;EK-1803;02/09/2018;;ACTIVE;EU REGISTER, GFW
SWE000008442;VINGASK�R AV STYRS�;29.77;SWE;OTM;;8702757;SCPZ;SWE000008442;480;120;252;0;;;GG500;27/01/2017;01/09/2018;ACTIVE;EU REGISTER, GFW
SWE000008442;VINGASK�R AV STYRS�;29.77;SWE;OTM;;8702757;SCPZ;SWE000008442;490;120;252;0;;;GG500;12/04/2013;26/01/2017;ACTIVE;EU REGISTER
SWE000008442;VINGASK�R AV STYRS�;23.7;SWE;OTM;;8702757;SCPZ;SWE000008442;490;120;192;0;;;GG500;10/09/2004;11/04/2013;ACTIVE;EU REGISTER
SWE000008442;SAENES JR.;;NOR;;;8702757;;SWE000008442;;;;;;;;01/06/1995;09/09/2004;ACTIVE;IMO
SWE000008442;SAENES;;ISL;;;8702757;;SWE000008442;;;;;;;;01/10/1987;31/05/1995;ACTIVE;IMO
SWE000008319;AHLMA-WEST;39.78;DNK;OTM;;8741416;OYNY;SWE000008319;1600;600;514;0;;;S206;19/11/2020;;ACTIVE;EU REGISTER
SWE000008319;AHLMA;39.78;DNK;OTM;;8741416;OYNY;SWE000008319;1600;600;514;0;;;S206;07/10/2019;18/11/2020;ACTIVE;EU REGISTER
SWE000008319;AHLMA AV �NNERED;39.78;SWE;OTM;;8741416;SFKE;SWE000008319;1600;640;514;0;;;GG206;03/01/2013;06/10/2019;ACTIVE;EU REGISTER
SWE000008319;CARMONA;39.78;SWE;OTM;;8741416;SFKE;SWE000008319;1600;640;514;0;;;GG330;12/09/2007;02/01/2013;ACTIVE;EU REGISTER
SWE000008319;RIGEL;39.78;SWE;OTM;;8741416;SFKE;SWE000008319;1600;640;514;0;;;GG892;07/10/2005;11/09/2007;ACTIVE;EU REGISTER
SWE000008244;WESTER� AV H�N�;33.34;SWE;OTB;;6815639;SMZN;SWE000008244;735;220.59;272;0;;;GG398;29/01/2020;30/05/2023;MIGHT_BE_OUT_OF_SERVICE;EU REGISTER
SWE000008244;WESTER� AV H�N�;33.34;SWE;OTB;;6815639;SMZN;SWE000008244;735;220.59;272;0;;;GG359;21/01/2008;28/01/2020;ACTIVE;EU REGISTER
SWE000008244;WESTER� AV H�N�;33.34;SWE;OTM;;6815639;SMZN;SWE000008244;735;220.59;272;0;;;GG359;15/01/2008;20/01/2008;ACTIVE;EU REGISTER
SWE000008244;WESTER�;33.34;SWE;OTM;;6815639;SMZN;SWE000008244;735;220.59;272;0;;;GG398;18/11/2004;14/01/2008;ACTIVE;EU REGISTER
SWE000008244;WESTER�;33.34;SWE;OTB;;6815639;SMZN;SWE000008244;735;220.59;272;0;;;GG398;05/03/2003;17/11/2004;ACTIVE;EU REGISTER
SWE000008244;BENTIN;;NOR;;;6815639;;SWE000008244;;;;;;;;01/01/1986;04/03/2003;ACTIVE;IMO
SWE000008244;HAVSET;;NOR;;;6815639;;SWE000008244;;;;;;;;01/01/1982;31/12/1985;ACTIVE;IMO
SWE000008244;BUSEN JUNIOR;;NOR;;;6815639;;SWE000008244;;;;;;;;01/01/1980;31/12/1981;ACTIVE;IMO
SWE000008077;SARON;35.12;DNK;OTB;;9212682;OWDM;SWE000008077;736;294;397;0;;;S158;13/11/2019;;ACTIVE;EU REGISTER
SWE000008077;KARBAK 1;35.12;DNK;OTB;;9212682;OWDM;SWE000008077;736;294;397;0;;;HM635;29/04/2009;12/11/2019;ACTIVE;EU REGISTER
SWE000008077;VICTORIA AV ̖CKER̖;28.2;DEU;OTB;;9212682;DFIN;SWE000008077;736;0;315;0;;;NC315;21/02/2008;28/04/2009;ACTIVE;EU REGISTER
SWE000008077;VICTORIA AV ̖CKER̖;28.2;DEU;OTB;;9212682;DFIN;SWE000008077;736;0;308;0;;;NC315;05/10/2007;20/02/2008;ACTIVE;EU REGISTER
SWE000008077;VICTORIA AV OECKEROE;28.2;DEU;OTB;;9212682;DMEJ;SWE000008077;736;0;308;0;;;NC315;26/08/2002;04/10/2007;ACTIVE;EU REGISTER
SWE000008077;VICTORIA AV �CKER�;28.2;SWE;OTB;;9212682;SKAO;SWE000008077;736;0;308;0;;;GG578;28/09/1999;25/08/2002;ACTIVE;EU REGISTER
SWE000008027;ARCADIA;37.24;SWE;OTM;;7340978;SJWA;SWE000008027;749;470;399;0;;;GE49;19/12/2018;;ACTIVE;EU REGISTER, GFW
SWE000008027;AMAZON;37.24;FIN;OTM;;7340978;OJNM;SWE000008027;1170;470;403;0;;;FIN-1106-T;15/04/2008;18/12/2018;ACTIVE;EU REGISTER, GFW
SWE000008027;VERONICA AV FOT�;37.24;SWE;PTM;;7340978;SJWA;SWE000008027;1170;470;403;0;;;GG812;16/12/2003;14/04/2008;ACTIVE;EU REGISTER
SWE000008027;VERONICA AV FOT�;37.24;SWE;OTM;;7340978;SJWA;SWE000008027;1170;470;403;0;;;GG812;26/10/1998;15/12/2003;ACTIVE;EU REGISTER
SWE000007968;CARMONA;27.38;IRL;OTM;;9170303;EI6206;SWE000007968;736;0;322;0;;;S383;12/05/2014;09/04/2024;MIGHT_BE_OUT_OF_SERVICE;EU REGISTER
SWE000007968;CARMONA;27.38;IRL;GND;;9170303;EI6206;SWE000007968;736;0;322;0;;;S383;24/05/2011;11/05/2014;ACTIVE;EU REGISTER
SWE000007968;CARMONA;27.38;IRL;PTM;;9170303;EI6206;SWE000007968;736;0;322;0;;;S383;06/05/2004;23/05/2011;ACTIVE;EU REGISTER
SWE000007968;CARMONA;27.38;IRL;OTB;;9170303;EI6206;SWE000007968;736;0;322;0;;;S383;22/03/2001;05/05/2004;ACTIVE;EU REGISTER
SWE000007968;CARMONA;27.35;SWE;OTB;;9170303;SIDE;SWE000007968;760;367.65;322;0;;;GG330;15/01/1999;21/03/2001;ACTIVE;EU REGISTER
SWE000007968;CARMONA;26.9;SWE;OTB;;9170303;SIDE;SWE000007968;760;367.65;306;0;;;GG330;19/12/1997;14/01/1999;ACTIVE;EU REGISTER
SWE000007893;ORKA W_A-139;40.27;POL;OTB;;7905211;SNLB;SWE000007893;740;387;468;0;;;W_A-139;17/12/2010;;ACTIVE;EU REGISTER
SWE000007893;CLIPPERTON;40.27;SWE;OTM;;7905211;SHMD;SWE000007893;850;386.03;468;0;;;GG438;05/03/2004;16/12/2010;ACTIVE;EU REGISTER
SWE000007893;CLIPPERTON;32.92;SWE;OTM;;7905211;SHMD;SWE000007893;850;386.03;351;0;;;GG438;01/05/2003;04/03/2004;ACTIVE;EU REGISTER
SWE000007893;CLIPPERTON;32.92;SWE;OTB;;7905211;SHMD;SWE000007893;850;386.03;351;0;;;GG438;09/01/2002;30/04/2003;ACTIVE;EU REGISTER
SWE000007893;CLIPPERTON;32.92;SWE;OTB;;7905211;SHMD;SWE000007893;850;386.03;350;0;;;GG438;26/02/1997;08/01/2002;ACTIVE;EU REGISTER
SWE000007312;OLYMPOS;37.74;FIN;OTM;;8719152;OI7939;SWE000007312;1175;500;427;0;;;FIN-175-T;15/01/2010;;ACTIVE;EU REGISTER
SWE000007312;OLYMPOS;37.74;FIN;OTM;;8719152;OI7939;SWE000007312;745;500;427;0;;;FIN-175-T;04/08/2004;14/01/2010;ACTIVE;EU REGISTER
SWE000007312;TRYGVASON;;NOR;;;8719152;;SWE000007312;;;;;;;;17/04/1998;03/08/2004;ACTIVE;IMO
SWE000007312;RIGEL;37.74;SWE;OTM;;8719152;SMUJ;SWE000007312;1014;250;427;0;;;GG892;01/01/1995;16/04/1998;ACTIVE;EU REGISTER
SWE000007230;MERCY;25.3;SWE;OTB;;;SMER;SWE000007230;405;29.41;88;0;;;GG370;27/02/2023;21/03/2023;MIGHT_BE_OUT_OF_SERVICE;EU REGISTER
SWE000007230;MERCY;25.3;SWE;OTM;;;SMER;SWE000007230;405;29.41;88;0;;;GG370;11/07/2019;26/02/2023;ACTIVE;EU REGISTER
SWE000007230;GERD;25.3;SWE;OTB;;;SMER;SWE000007230;405;29.41;88;0;;;SIN53;18/03/2014;18/03/2014;ACTIVE;EU REGISTER
SWE000007230;GERD;25.3;SWE;OTB;;;SMER;SWE000007230;316;29.41;88;0;;;SIN53;15/10/2013;25/02/2014;ACTIVE;EU REGISTER
SWE000007230;GERD;25.3;SWE;OTB;;;SMER;SWE000007230;315.44;29.41;88;0;;;SIN53;15/11/1996;11/08/2011;ACTIVE;EU REGISTER
SWE000007230;GERD;25.3;SWE;OTB;;;SMER;SWE000007230;315.44;29.41;159.85;76;;;SIN53;01/01/1995;14/11/1996;ACTIVE;EU REGISTER
SWE000007181;NEPTUN;48.85;DNK;OTB;;8516213;OZGR;SWE000007181;1500;0;747;0;;;AS202;26/04/2018;;ACTIVE;EU REGISTER
SWE000007181;NEPTUN;48.85;DNK;OTB;;8516213;OZGR;SWE000007181;1200;0;747;0;;;AS202;30/01/2014;25/04/2018;ACTIVE;EU REGISTER
SWE000007181;NIMBER;48.85;DNK;OTB;;8516213;OZGR;SWE000007181;1200;0;747;0;;;S202;15/07/2011;29/01/2014;ACTIVE;EU REGISTER
SWE000007181;NIMBER;40.41;DNK;OTB;;8516213;OZGR;SWE000007181;1200;0;535;0;;;S202;04/05/2011;14/07/2011;ACTIVE;EU REGISTER
SWE000007181;NIMBER;40.41;SWE;OTM;;8516213;SLUW;SWE000007181;1500;350;535;0;;;GG202;19/08/2008;13/04/2011;ACTIVE;EU REGISTER
SWE000007181;SKUDETRAL;;NOR;;;8516213;;SWE000007181;;;;;;;;01/01/2005;18/08/2008;ACTIVE;IMO
SWE000007181;TRAAL II;;NOR;;;8516213;;SWE000007181;;;;;;;;01/05/2003;31/12/2004;ACTIVE;IMO
SWE000007181;TRAAL;;NOR;;;8516213;;SWE000007181;;;;;;;;08/07/1998;30/04/2003;ACTIVE;IMO
SWE000007181;GINNETON;40.41;SWE;PS;;8516213;SLUW;SWE000007181;1499;294.12;535;0;;;GG203;12/02/1996;07/07/1998;ACTIVE;EU REGISTER
SWE000007181;GINNETON;40.41;SWE;PS;;8516213;SLUW;SWE000007181;1499;294.12;534;0;;;GG203;01/01/1995;11/02/1996;ACTIVE;EU REGISTER
SWE000007157;NAUTIC;26;SWE;OTB;;7400534;SLMB;SWE000007157;691;88.24;196;0;;;LL207;16/11/2017;;ACTIVE;EU REGISTER
SWE000007157;NAUTIC;26;SWE;OTB;;7400534;SLMB;SWE000007157;625;88.24;196;0;;;LL207;13/09/2007;15/11/2017;ACTIVE;EU REGISTER
SWE000007157;V�STERHAVET;26;SWE;OTB;;7400534;SLMB;SWE000007157;625;88.24;196;0;;;GG1308;01/01/1995;12/09/2007;ACTIVE;EU REGISTER
SWE000007126;SONNSK�R;33.77;FIN;OTM;;;OJKN;SWE000007126;730;340;385;0;;;FIN-13-V;01/01/2003;;ACTIVE;EU REGISTER
SWE000007126;VINGASK�R AV STYRS�;33.77;SWE;OTM;;;SLDV;SWE000007126;1110;250;385;0;;;GG500;03/01/2001;27/12/2002;ACTIVE;EU REGISTER
SWE000007126;VINGABORG;33.77;SWE;OTM;;;SLDV;SWE000007126;1110;250;385;0;;;GG569;05/11/1996;25/01/1999;ACTIVE;EU REGISTER
SWE000007126;VINGABORG;33.77;SWE;OTM;;;SLDV;SWE000007126;1110;250;386;0;;;GG569;16/10/1996;16/10/1996;ACTIVE;EU REGISTER
SWE000007126;VINGABORG;33.77;SWE;OTM;;;SLDV;SWE000007126;1110;250;386;0;;;GG483;08/10/1996;08/10/1996;ACTIVE;EU REGISTER
SWE000007125;DAN�;39.96;FIN;OTM;;8404769;OJOY;SWE000007125;1103;420;526;0;;;AAL-129;28/09/2020;;ACTIVE;EU REGISTER
SWE000007125;WIND�;39.96;FIN;OTM;;8404769;OJOY;SWE000007125;1103;420;526;0;;;FIN-1125-T;29/08/2011;27/09/2020;ACTIVE;EU REGISTER
SWE000007125;WIND�;39.96;FIN;OTM;;8404769;OJOY;SWE000007125;1103;420;526;0;;;FIN-151-K;26/08/2011;28/08/2011;ACTIVE;EU REGISTER
SWE000007125;DAN�;39.96;SWE;OTM;;8404769;SLDU;SWE000007125;1100;420;526;0;;;GG206;31/08/1999;25/08/2011;ACTIVE;EU REGISTER
SWE000007125;DAN�;34.27;SWE;OTM;;8404769;SLDU;SWE000007125;1100;420;410;0;;;GG206;05/09/1996;30/08/1999;ACTIVE;EU REGISTER
SWE000007125;DAN�;33.77;SWE;OTM;;8404769;SLDU;SWE000007125;1100;420;386;0;;;GG206;01/01/1995;04/09/1996;ACTIVE;EU REGISTER
SWE000007118;HUMBAK GDY-343;39.48;POL;OTM;;8404757;SNSA;SWE000007118;716;199;474;0;;;GDY-343;03/02/2020;;ACTIVE;EU REGISTER, GFW, IMO
SWE000007118;MOSTEIN;;NOR;;;8404757;;SWE000007118;;;;;;;;01/05/2002;02/02/2020;ACTIVE;
SWE000007118;CETUS;;NOR;;;8404757;;SWE000007118;;;;;;;;22/03/1996;30/04/2002;ACTIVE;EU REGISTER, GFW, IMO
SWE000007118;VINGABORG;33.77;SWE;OTM;;8404757;SLAC;SWE000007118;1183;161.76;384;0;;;GG569;01/01/1995;21/03/1996;ACTIVE;EU REGISTER, GFW, IMO
SWE000007104;BRAVIK;27.78;SWE;OTB;;8321527;SKWE;SWE000007104;810;117.65;225;0;;;GG201;01/07/2007;;ACTIVE;EU REGISTER
SWE000007104;BRAVIK;27.78;SWE;OTB;;8321527;SKWE;SWE000007104;685;117.65;225;0;;;GG201;01/01/1995;30/06/2007;ACTIVE;EU REGISTER
