id;ship_name;loa;country_iso3;gear;type;imo;ircs;cfr;main_engine_power;auxiliary_engine_power;tonnage_gt;other_tonnage;fish_hold_volume;carrying_capacity;external_marking;start_date;end_date;status;source
ESP000020208;MONTEALEGRE;82.83;PAN;Purse seine;Purse seiner;8021763;HPAL;ESP000020208;4345;0;2157;;1860;1430;;01/03/2012;14/04/2021;ACTIVE;ICCAT (57323588_inoperative), IATTC, IMO, GFW, AIS
ESP000020208;MONTEALEGRE;82.83;SLV;Purse seine;Purse seiner;8021763;YSC2005;ESP000020208;4345;0;2157;;1860;1430;;01/02/2009;29/02/2012;ACTIVE;ICCAT (57323588_inoperative), IATTC, IMO, GFW, AIS
ESP000020208;MONTEALEGRE;82.83;SYC;Purse seine;Purse seiner;8021763;;ESP000020208;4345;0;2157;;1860;1430;;01/01/2005;31/01/2009;ACTIVE;ICCAT (57323588_inoperative), IATTC, IMO, GFW, AIS
ESP000020208;MONTEALEGRE;82.51;ESP;Purse seine;Purse seiner;8021763;EHPT;ESP000020208;3000.83;1323.9;1682;1095;1860;1430;3CO-2-3866;01/01/1988;31/12/2004;ACTIVE;ICCAT (57323588_inoperative), IATTC, EU REGISTER, IMO, GFW
PS019;SISARGAS;79.8;SLV;Purse seine;Purse seiner;9698551;YS2018;;5500;0;1914;;1729;1477;;07/05/2018;;ACTIVE;IATTC, IMO, GFW
PS019;CAPE ANN;79.8;USA;Purse seine;Purse seiner;9698551;WDH8357;;5500;0;1914;;1729;1477;;16/02/2015;06/05/2018;ACTIVE;IATTC, IMO, GFW
ESP000013237;MONTEFRISA NUEVE;76.75;SLV;Purse seine;Purse seiner;7409176;YSC3216;ESP000013237;4400;0;1902 (GRT);;1358;;;11/03/2016;;ACTIVE;ICCAT (57323588_ACTIVE), IMO, GFW, AIS
ESP000013237;MONTEFRISA NUEVE;76.75;CPV;Purse seine;Purse seiner;7409176;D4FA;ESP000013237;4400;0;1902 (GRT);;1358;;;01/06/2012;10/03/2016;ACTIVE;ICCAT (57323588_ACTIVE), IMO, GFW, AIS
ESP000013237;MONTEFRISA NUEVE;76.75;GHA;Purse seine;Purse seiner;7409176;;ESP000013237;4400;0;1902 (GRT);;1358;;;01/10/2011;31/05/2012;ACTIVE;ICCAT (57323588_ACTIVE), IMO, GFW, AIS
ESP000013237;MONTEFRISA NUEVE;76.75;CPV;Purse seine;Purse seiner;7409176;D4FA;ESP000013237;4400;0;1902 (GRT);;1358;;;01/01/2005;30/09/2011;ACTIVE;ICCAT (57323588_ACTIVE), IMO, GFW, AIS
ESP000013237;MONTEFRISA NUEVE;66;ESP;Purse seine;Purse seiner;7409176;EAGD;ESP000013237;3235.29;1102.94;1935;1902;1358;;3-BI-32925;01/01/1984;31/12/2004;ACTIVE;EU REGISTER, ICCAT (57323588_ACTIVE), IMO, GFW
PS021;JANE IV;78.83;PAN;Purse seine;Purse seiner;7915931;HO4220;;2025;0;1640 (GRT);;1633;1369;;01/10/2005;;ACTIVE;IATTC, ICCAT (57323588_inACTIVE), IMO, GFW, AIS
PS021;JANE;78.83;VEN;Purse seine;Purse seiner;7915931;;;2025;0;1640 (GRT);;1633;1369;;01/10/1980;30/09/2005;ACTIVE;IATTC, ICCAT (57323588_inACTIVE), IMO, GFW, AIS
ESP000003644;MONTECELO;76.75;SLV;Purse seine;Purse seiner;7409152;YSC2216;ESP000003644;4400;0;1931 (GRT;;1358;;;11/03/2016;;ACTIVE;ICCAT (57323588_ACTIVE), IMO, GFW, AIS
ESP000003644;MONTECELO;76.75;CPV;Purse seine;Purse seiner;7409152;D4EZ;ESP000003644;4400;0;1931 (GRT;;1358;;;01/11/2012;10/03/2016;ACTIVE;ICCAT (57323588_ACTIVE), IMO, GFW, AIS
ESP000003644;MONTECELO;76.75;GHA;Purse seine;Purse seiner;7409152;;ESP000003644;4400;0;1931 (GRT;;1358;;;01/10/2011;31/10/2012;ACTIVE;ICCAT (57323588_ACTIVE), IMO, GFW, AIS
ESP000003644;MONTECELO;76.75;CPV;Purse seine;Purse seiner;7409152;D4EZ;ESP000003644;4400;0;1931 (GRT;;1358;;;01/01/2005;30/09/2011;ACTIVE;ICCAT (57323588_ACTIVE), IMO, GFW, AIS
ESP000003644;MONTECELO;76.75;ESP;Purse seine;Purse seiner;7409152;EHWP;ESP000003644;3236.19;1712.24;1931;1381.98;1358;;3CO-2-3708;01/02/1980;31/12/2004;ACTIVE;EU REGISTER, ICCAT (57323588_ACTIVE), IMO, GFW
ESP000008238;ALMIRANTE 1;76.75;PAN;Purse seine;Purse seiner;7409164;HP9963;ESP000008238;4400;0;1967;;1358;1012;;29/01/2019;;ACTIVE;IATTC, IMO, GFW, AIS
ESP000008238;ESMERALDA C;76.75;ECU;Purse seine;Purse seiner;7409164;HC5155;ESP000008238;4400;0;1967;;1358;1012;;01/02/2011;28/01/2019;ACTIVE;IATTC, IMO, GFW, AIS
ESP000008238;ESMERALDA C;76.75;PAN;Purse seine;Purse seiner;7409164;;ESP000008238;4400;0;1967;;1358;1012;;01/02/2005;31/01/2011;ACTIVE;IATTC, IMO, GFW, AIS
ESP000008238;ESMERALDA C;76.75;VUT;Purse seine;Purse seiner;7409164;;ESP000008238;4400;0;1967;;1358;1012;;01/01/2001;31/01/2005;ACTIVE;IATTC, IMO, GFW, AIS
ESP000008238;EL ALMIRANTE;72.01;ESP;Purse seine;Purse seiner;7409164;EAYN;ESP000008238;3234;0;1966.5;0;1358;1012;3-CA-31069;01/11/1994;31/12/2000;ACTIVE;EU REGISTER, IATTC, IMO, GFW
ESP000008238;MONTEFRISA SIETE;72.01;ESP;Purse seine;Purse seiner;7409164;EAYN;ESP000008238;3234;0;1966.5;0;1358;1012;3-CA-31069;01/01/1982;31/10/1994;ACTIVE;EU REGISTER, IATTC, IMO, GFW
PS024;CAPE CORAL;80.98;MUS;Purse seine;Purse seiner;9699050;3B2924;;;;2072;;1729;;;03/02/2024;;ACTIVE;IOTC, IMO, GFW, AIS
PS024;CAPE CORAL;80.98;PAN;Purse seine;Purse seiner;9699050;3FEM8;;;;2072;;1729;;;12/06/2015;02/02/2024;ACTIVE;IOTC, IMO, GFW, AIS
PS025;BELLE RIVE;90;ECU;Purse seine;Purse seiner;9679622;HC6761;;3804;0;2667;;1630;1386;;01/03/2024;;ACTIVE;IATTC, IMO, GFW, AIS
PS025;BELLE RIVE;90;PAN;Purse seine;Purse seiner;9679622;3E7500;;3804;0;2667;;1630;1386;;03/12/2023;29/02/2024;ACTIVE;IATTC, IMO, GFW, AIS
PS025;BELLE RIVE;90;MUS;Purse seine;Purse seiner;9679622;3BRY;;3804;0;2667;;1630;1386;;24/06/2013;02/12/2023;ACTIVE;IATTC, IMO, GFW, AIS
PS026;BELLE ISLE;90;ECU;Purse seine;Purse seiner;9679634;HC6762;;3804;0;2667;;1630;1386;;01/05/2024;;ACTIVE;IATTC, IMO, GFW, AIS
PS026;BELLE ISLE;90;PAN;Purse seine;Purse seiner;9679634;3E7499;;3804;0;2667;;1630;1386;;02/12/2023;02/05/2024;ACTIVE;IATTC, IMO, GFW, AIS
PS026;BELLE ISLE;90;MUS;Purse seine;Purse seiner;9679634;3BRZ;;3804;0;2667;;1630;1386;;29/10/2013;01/12/2023;ACTIVE;IATTC, IMO, GFW, AIS
PS027;BALBAYA;30;MUS;;Purse seiner;9097185;3BSY;;;;;;;;;13/02/2017;;ACTIVE;IMO, GFW, AIS
PS027;ALBA UNO;30;MUS;;Purse seiner;9097185;S7IF;;;;;;;;;16/07/2013;12/02/2017;ACTIVE;IMO, GFW, AIS
FRA000930605;BELOUVE;89.41;PAN;Purse seine;Purse seiner;9653848;3E5811;FRA000930605;2681;0;2667;;1630;1386;;11/03/2024;;ACTIVE;IATTC, IMO, GFW, AIS
FRA000930605;BELOUVE;89.41;MUS;Purse seine;Purse seiner;9653848;3BTL;FRA000930605;2681;0;2667;;1630;1386;;19/01/2019;10/03/2024;ACTIVE;IATTC, IMO, GFW, AIS
FRA000930605;BELOUVE;89.4;FRA;Purse seine;Purse seiner;9653848;FIDQ;FRA000930605;3800;0;2667;0;1630;1386;RU930605;14/09/2012;18/01/2019;ACTIVE;EU REGISTER, IATTC, IMO, GFW
PS029;PLAYA DE LAIDA;79.5;BLZ;Purse seine;Purse seiner;9719812;V3WV6;;2800;0;2298;;825;;;09/01/2023;;ACTIVE;ICCAT (57323588_inACTIVE), IOTC, IMO, GFW, AIS
PS029;MORNE BLANC;79.5;SYC;Purse seine;Purse seiner;9719812;S7T0;;2800;0;2298;;825;;;16/06/2015;08/01/2023;ACTIVE;ICCAT (57323588_inACTIVE), IOTC, IMO, GFW, AIS
PS029;BELLE ROSE;79.5;MUS;Purse seine;Purse seiner;9719812;3BSM;;2800;0;2298;;825;;;19/01/2015;15/06/2015;ACTIVE;ICCAT (57323588_inACTIVE), IOTC, IMO, GFW, AIS
PS030;INTERTUNA TRES;115;SYC;Purse seine;Purse seiner;9202704;S7SA;;;;4428;;12538.7;;;01/07/2003;;ACTIVE;IOTC, IMO, GFW, AIS
PS030;INTERTUNA TRES;115;ANT;Purse seine;Purse seiner;9202704;;;;;4428;;12538.7;;;01/11/2000;30/06/2003;ACTIVE;IOTC, IMO, GFW, AIS
PS030;INTERTUNA TRES;115;BHS;Purse seine;Purse seiner;9202704;;;;;4428;;12538.7;;;01/01/2000;31/10/2000;ACTIVE;IOTC, IMO, GFW, AIS
PS031;TXORI AUNDI;78;SYC;Purse seine;Purse seiner;8208531;S7SZ;;;;2020;;5720;;;01/10/2004;;ACTIVE;IOTC, IMO, GFW, AIS
PS031;TXORI AUNDI;78;PAN;Purse seine;Purse seiner;8208531;;;;;2020;;5720;;;01/02/1984;30/09/2004;ACTIVE;IOTC, IMO, GFW, AIS
ESP000024421;TXORI TOKI;106.5;SYC;Purse seine;Purse seiner;9196682;S7LN;ESP000024421;7956;;4134;;11706.2;;;01/07/2015;;ACTIVE;ICCAT (57323588_inoperative), IOTC, IMO, GFW, AIS
ESP000024421;TXORI TOKI;106.5;BLZ;Purse seine;Purse seiner;9196682;;ESP000024421;7956;;4134;;11706.2;;;01/06/2015;30/06/2015;ACTIVE;ICCAT (57323588_inoperative), IOTC, IMO, GFW, AIS
ESP000024421;TXORI TOKI;106.5;ESP;Purse seine;Purse seiner;9196682;EAXE;ESP000024421;7956;0;4134;2797.34;;;3BI-2-4-99;01/03/2000;31/05/2015;ACTIVE;EU REGISTER, ICCAT (57323588_inoperative), IOTC, IMO, GFW
PS033;DRACO;95.7;SYC;Purse seine;Purse seiner;9335226;S7TW;;;;3296;;2550;;;01/06/2009;;ACTIVE;IOTC, IMO, GFW, AIS
PS033;DRACO;95.7;ANT;Purse seine;Purse seiner;9335226;;;;;3296;;2550;;;01/09/2008;31/05/2009;ACTIVE;IOTC, IMO, GFW, AIS
PS033;DRACO;95.7;SYC;Purse seine;Purse seiner;9335226;;;;;3296;;2550;;;01/06/2006;31/08/2008;ACTIVE;IOTC, IMO, GFW, AIS
PS033;DRACO;95.7;ANT;Purse seine;Purse seiner;9335226;;;;;3296;;2550;;;01/03/2006;31/05/2006;ACTIVE;IOTC, IMO, GFW, AIS
