id;mmsi;ship_name;length;length_class;country_iso3;type;imo;cfr;ircs;external_marking;tracking_activated;tracking_status;check;details;width
ESP000025387;224308000;O TABA;32.25;25-40 m;ESP;Other;8733392;ESP000025387;EBRW;3VI-7-3-02;TRUE;active;fleet register;NA;
ESP000014999;224049530;O'COVELO;27.85;25-40 m;ESP;Other;8601886;ESP000014999;EDXO;3VI-5-9879;TRUE;active;fleet register;NA;
DNK000032153;219921000;OCEAN LAURA;30.75;25-40 m;DNK;Bottom trawler;9233002;DNK000032153;OZYQ;R231;TRUE;active;fleet register;NA;
DNK000028806;219257000;OCEAN TIGER;60;60-80 m;DNK;Bottom trawler;9136383;DNK000028806;OZKA;R38;TRUE;active;fleet register;NA;
ESP000023799;224049460;OCEANA VAZ;28.73;25-40 m;ESP;Other;9183104;ESP000023799;EA3192;3AL-2-14-97;TRUE;active;fleet register;NA;
SWE000006912;265759000;ODESKÄR;38.61;25-40 m;SWE;Pelagic trawler;6725004;SWE000006912;SIDC;GG850;TRUE;active;fleet register;NA;
ESP000024186;224189000;OLEAJE;37.5;25-40 m;ESP;Other;9208942;ESP000024186;EAER;3FE-2-5-99;TRUE;active;fleet register;NA;
FRA000851457;228108900;OLGA;26.4;25-40 m;FRA;Other;8229327;FRA000851457;FKTT;BA851457;FALSE;wreck;fleet register;NA;
SWE000007312;230987140;OLYMPOS;37.74;25-40 m;FIN;Pelagic trawler;8719152;SWE000007312;OI7939;FIN-175-T;TRUE;active;fleet register;NA;
NLD196500428;245562000;ONDERNEMING;25.2;25-40 m;NLD;Bottom trawler;8431530;NLD196500428;PDUG;UK-179;TRUE;active;fleet register;NA;
ESP000026211;224134520;ONGI ETORI;33;25-40 m;ESP;Purse seiner;9317561;ESP000026211;ECGQ;3BI-4-1-04;TRUE;active;fleet register;NA;
NLD195500528;244020244;OP BETERE TIJDEN;29.35;25-40 m;NLD;Dredger;NA;NLD195500528;PF3194;YE-22;TRUE;active;fleet register;NA;
BEL030981991;205160000;OP HOOP VAN ZEGEN;33.67;25-40 m;BEL;Bottom trawler;9019456;BEL030981991;OPDP;Z.94;TRUE;active;fleet register;NA;
BEL030351997;205240000;ORA ET LABORA;38.22;25-40 m;BEL;Bottom trawler;9097068;BEL030351997;OPBI;Z.35;TRUE;active;fleet register;NA;
NLD200302680;244669000;ORA ET LABORA;42.37;40-60 m;NLD;Bottom trawler;9255385;NLD200302680;PBKQ;GO-5;TRUE;active;fleet register;NA;
HRV000001621;238742840;OREB;25.35;25-40 m;HRV;Purse seiner;8800858;HRV000001621;9AA5128;PU R 15904;TRUE;active;fleet register;NA;
HRV000011846;238901340;OREB JEDAN;26;25-40 m;HRV;Purse seiner;8657366;HRV000011846;9AA6284;DB R 48;TRUE;active;fleet register;NA;
HRV000010706;238921940;ORKA;26;25-40 m;HRV;Bottom trawler;8657378;HRV000010706;9AA6562;DB R 50;TRUE;active;fleet register;NA;
SWE000007893;261497000;ORKA WŁA-139;40.27;40-60 m;POL;Bottom trawler;NA;SWE000007893;SNLB;WŁA-139;TRUE;active;fleet register;NA;
ESP000026208;224137460;ORMARANT;25.02;25-40 m;ESP;Bottom trawler;8524519;ESP000026208;EA5054;3BA-2-1-04;TRUE;active;fleet register;NA;
DEU000130300;211232850;ORTEGAL DOS;31.02;25-40 m;DEU;Other;7420156;DEU000130300;DFQF;NC327;TRUE;active;fleet register;NA;
DEU000310500;211285880;ORTEGAL TRES;32.36;25-40 m;DEU;Other;7424580;DEU000310500;DFQG;HF570;TRUE;active;fleet register;NA;
ESP000023089;224104960;OSKARBI;27.55;25-40 m;ESP;Purse seiner;9133939;ESP000023089;EA9875;3BI-2-4-95;TRUE;active;fleet register;NA;
IRL000I12562;228425700;OTTER BANK;38.3;25-40 m;FRA;Bottom trawler;9219721;IRL000I12562;FMSM;BL937879;TRUE;active;fleet register;NA;
ESP000024947;224025440;OTZARRI BERRIA;25;25-40 m;ESP;Other;2848793;ESP000024947;EA5261;3BI-2-2-01;TRUE;active;fleet register;NA;
HRV000000726;238621510;OŠLJAK DVA;31.4;25-40 m;HRV;Purse seiner;8941602;HRV000000726;9A7327;ZD R 120;TRUE;active;fleet register;NA;
ESP000022649;224114750;PACHILAN;27;25-40 m;ESP;Other;8684565;ESP000022649;EA9585;3GI-4-4-93;TRUE;active;fleet register;NA;
ESP000023225;224104820;PADRE JOAQUIN;32.5;25-40 m;ESP;Purse seiner;9150547;ESP000023225;EAMW;3ST-2-2-96;TRUE;active;fleet register;NA;
PRT000021024;204201240;PAI ZAMBI;26.6;25-40 m;PRT;Other;8687012;PRT000021024;CUTA2;PTHOR-116852-C;TRUE;active;fleet register;NA;
ESP000026961;224222430;PAPA BARRANCO;27.08;25-40 m;ESP;Bottom trawler;8784597;ESP000026961;EA9288;3CP-2-3-06;TRUE;active;fleet register;NA;
ESP000027678;224378000;PARADANTA PRIMERO;58.38;40-60 m;ESP;Bottom trawler;8516043;ESP000027678;EAAB;3VI-5-1-15;TRUE;active;fleet register;NA;
PRT000001583;263512000;PARALELO;27.29;25-40 m;PRT;Other;8609400;PRT000001583;CUOY;PTVIC-112965-C;TRUE;active;fleet register;NA;
ESP000025520;224059740;PARE XIMO;26.22;25-40 m;ESP;Purse seiner;8795974;ESP000025520;EA5921;3CP-1-1-01;TRUE;active;fleet register;NA;
HRV000001665;238430040;PARIS;29.9;25-40 m;HRV;Purse seiner;8979984;HRV000001665;9AA4761;PU R 153;TRUE;active;fleet register;NA;
PRT000019256;204815000;PARMA;28.1;25-40 m;PRT;Other;9088926;PRT000019256;CUYH;PTHOR-112819-C;TRUE;active;fleet register;NA;
PRT000019387;263533000;PASCOAL ATLÂNTICO;69.4;60-80 m;PRT;Bottom trawler;9021590;PRT000019387;CUEV;PTAVE-113611-N;TRUE;active;fleet register;NA;
ESP000026926;224218850;PASTOR SEGON;27.12;25-40 m;ESP;Bottom trawler;8799190;ESP000026926;EA9285;3BA-6-6-06;TRUE;active;fleet register;NA;
ESP000014726;224567000;PATRICIA NORES;67.58;60-80 m;ESP;Bottom trawler;8120521;ESP000014726;EDHP;3VI-5-9842;TRUE;active;fleet register;NA;
ESP000026751;224185250;PAUNER;26;25-40 m;ESP;Bottom trawler;8523565;ESP000026751;EA6644;3CP-3-12-05;TRUE;active;fleet register;NA;
ESP000022481;224015340;PAUSEP;25.1;25-40 m;ESP;Bottom trawler;9052769;ESP000022481;EAIM;3VA-3-2-92;TRUE;active;fleet register;NA;
FRA000937550;228426900;PAX DEI  II;24.99;15-25 m;FRA;Bottom trawler;9929522;FRA000937550;FMSU;BL937550;TRUE;active;fleet register;NA;
FRA000922734;228299900;PEDRA BLANCA;32.16;25-40 m;FRA;Bottom trawler;9212606;FRA000922734;FNRG;BA922734;TRUE;active;fleet register;NA;
ESP000024554;228020900;PEDRA BLANCA II;29.38;25-40 m;FRA;Bottom trawler;8962503;ESP000024554;FIDD;BA930590;TRUE;active;fleet register;NA;
ESP000025952;224135000;PEDRA DA GRELO;35.35;25-40 m;ESP;Other;9329083;ESP000025952;ECEL;3VI-7-10-03;TRUE;active;fleet register;NA;
ESP000024581;224006570;PEDRIÑABLANCA;28.37;25-40 m;ESP;Other;9223849;ESP000024581;EAYR;3ST-6-1-00;TRUE;active;fleet register;NA;
ESP000015219;224052460;PEDRO JOSE BERRIA;34.4;25-40 m;ESP;Purse seiner;8611881;ESP000015219;EDYX;3SS-3-1406;TRUE;active;fleet register;NA;
PRT000021995;263572000;PEDRO TEIXEIRA;27;25-40 m;PRT;Other;8734683;PRT000021995;CUPP3;PM-1218-C;TRUE;active;fleet register;NA;
ESP000023302;224063790;PEDRO XIBANO;28;25-40 m;ESP;Other;9150559;ESP000023302;EA2540;3VI-5-6-96;TRUE;active;fleet register;NA;
ESP000024464;224033000;PEIX MAR VEINTICINCO;32.53;25-40 m;ESP;Bottom trawler;8733744;ESP000024464;EAXG;3HU-3-13-99;TRUE;active;fleet register;NA;
ESP000023773;224313420;PEIX MAR VEINTICUATRO;30.1;25-40 m;ESP;Bottom trawler;8733756;ESP000023773;EARE;3HU-3-4-98;TRUE;active;fleet register;NA;
ESP000026449;224372000;PEIX MAR VEINTINUEVE;33.53;25-40 m;ESP;Bottom trawler;9300063;ESP000026449;EAEL;3HU-3-8-03;TRUE;active;fleet register;NA;
ESP000026193;224275000;PEIX MAR VEINTIOCHO;33.53;25-40 m;ESP;Bottom trawler;9300051;ESP000026193;EAKU;3HU-3-6-03;TRUE;active;fleet register;NA;
ESP000024776;224270000;PEIX MAR VEINTISEIS;32.53;25-40 m;ESP;Bottom trawler;8733859;ESP000024776;EAVA;3HU-3-11-00;TRUE;active;fleet register;NA;
ESP000025780;224370000;PEIX MAR VEINTISIETE;33.53;25-40 m;ESP;Bottom trawler;9300049;ESP000025780;ECEH;3HU-3-7-03;TRUE;active;fleet register;NA;
ESP000025464;224273000;PEIXEMAR DOS;38.8;25-40 m;ESP;Bottom trawler;9022879;ESP000025464;EBXX;3CO-2-1-02;TRUE;active;fleet register;NA;
HRV000003370;238892340;PELAGOS I;27.24;25-40 m;HRV;Purse seiner;9242821;HRV000003370;9AA6197;ZD R 215;TRUE;active;fleet register;NA;
HRV000003287;238624910;PELAGOS II;39.16;25-40 m;HRV;Purse seiner;7427178;HRV000003287;9A8092;ZD R 168;TRUE;active;fleet register;NA;
HRV000004792;238899140;PELAGOS IV;27.44;25-40 m;HRV;Purse seiner;9243100;HRV000004792;9AA6264;ZD R 186;TRUE;active;fleet register;NA;
NLD199802200;244869000;PELIKAAN;42.4;40-60 m;NLD;Bottom trawler;9196541;NLD199802200;PCFI;KW-88;TRUE;active;fleet register;NA;
FRA000932207;228071900;PENDRUC;77;60-80 m;FRA;Purse seiner;9741102;FRA000932207;FIXF;CC932207;TRUE;active;fleet register;NA;
PRT000001056;263435000;PENINSULA;34.5;25-40 m;PRT;Bottom trawler;7422946;PRT000001056;CUWL;PTLEI-112951-C;TRUE;active;fleet register;NA;
ESP000025741;228043800;PEPE BARREIRO;37.25;25-40 m;FRA;Bottom trawler;9282637;ESP000025741;FIJO;BA932029;TRUE;active;fleet register;NA;
PRT000016185;204834000;PEPE CUMBRERA;29.25;25-40 m;PRT;Other;8606343;PRT000016185;CUTC;PTPDL-116681-C;TRUE;active;fleet register;NA;
ESP000025483;224072680;PEPE LASAL UNO;26.2;25-40 m;ESP;Purse seiner;8799310;ESP000025483;EA6438;3AT-5-1-03;TRUE;active;fleet register;NA;
ESP000026276;224143650;PERLA NOVA;25.39;25-40 m;ESP;Bottom trawler;8799413;ESP000026276;EA7778;3BA-6-4-04;TRUE;active;fleet register;NA;
ESP000025119;224045330;PERLES DOS;26.17;25-40 m;ESP;Bottom trawler;2850590;ESP000025119;EA4778;3AT-5-2-01;TRUE;active;fleet register;NA;
PRT000016195;204824000;PEROLA DE SANTA CRUZ;30.17;25-40 m;PRT;Other;8880561;PRT000016195;CUTV;PTFNC-125677-C;FALSE;mmsi change;fleet register;NA;
PRT000021531;263406570;PEROLA DO GUADIANA;25;25-40 m;PRT;Bottom trawler;8735077;PRT000021531;CURK7;VR-503-C;TRUE;active;fleet register;NA;
PRT000001156;263407340;PEROLA DO MAR;27;25-40 m;PRT;Purse seiner;8799334;PRT000001156;CUGF4;PTPDV-117940-C;TRUE;active;fleet register;NA;
ESP000025209;224120000;PESCA LANDA;26.9;25-40 m;ESP;Other;9249544;ESP000025209;EBRX;3VI-5-8-01;TRUE;active;fleet register;NA;
ESP000015829;224540000;PESCA VAQUEIRO;66.72;60-80 m;ESP;Bottom trawler;8521335;ESP000015829;EDTQ;3VI-5-10005;TRUE;active;fleet register;NA;
ESP000024592;224005190;PESCABERBES TRES;35;25-40 m;ESP;Bottom trawler;9212591;ESP000024592;EAXR;3VI-5-2-00;TRUE;active;fleet register;NA;
DEU000040400;211315870;PESORSA CUATRO;31.05;25-40 m;DEU;Other;5364932;DEU000040400;DEOJ;BX757;TRUE;active;fleet register;NA;
DEU000300500;211313600;PESORSA DOS;27.77;25-40 m;DEU;Other;7360930;DEU000300500;DIFC;HF564;TRUE;active;fleet register;NA;
DNK000045460;219025986;PIA GLANZ;33.25;25-40 m;DNK;Seiner (nei);9826809;DNK000045460;OXQR;L654;TRUE;active;fleet register;NA;
ESP000015313;224095140;PICO SACRO;26.5;25-40 m;ESP;Bottom trawler;8614431;ESP000015313;EEAI;3VILL-1-4707;TRUE;active;fleet register;NA;
ESP000025809;224456000;PICO TRESMARES;44.45;40-60 m;ESP;Other;9098658;ESP000025809;EBYC;3AL-2-7-03;TRUE;active;fleet register;NA;
FRA000914222;228217600;PIERRE JOSEPH SALVADOR;41.92;40-60 m;FRA;Purse seiner;9352937;FRA000914222;FMEZ;MA914222;TRUE;active;fleet register;NA;
NLD198700818;246092000;PIET HEIN;40.06;40-60 m;NLD;Dredger;8706466;NLD198700818;PGTJ;YE-172;TRUE;active;fleet register;NA;
ESP000023295;224896000;PILAR TORRE;36.5;25-40 m;ESP;Purse seiner;9154361;ESP000023295;EAIQ;3ST-2-4-96;TRUE;active;fleet register;NA;
ESP000027044;225381000;PINO MONTERO TRES;35;25-40 m;ESP;Other;9476446;ESP000027044;ECMM;3LU-3-1-07;TRUE;active;fleet register;NA;
PRT000020051;263236000;PIRES COELHO;27.26;25-40 m;PRT;Bottom trawler;8689412;PRT000020051;CUPM6;PM-1117-C;TRUE;active;fleet register;NA;
ESP000015921;224547000;PISCATOR;72.2;60-80 m;ESP;Bottom trawler;8801163;ESP000015921;EHUT;3GI-4-2171;TRUE;active;fleet register;NA;
ESP000024561;224004680;PITTAR;28;25-40 m;ESP;Purse seiner;9227651;ESP000024561;EAXC;3SS-1-4-99;TRUE;active;fleet register;NA;
ESP000025863;224100180;PLAIA DE RUETA;31;25-40 m;ESP;Bottom trawler;9319791;ESP000025863;EAAA;3LU-2-4-03;TRUE;active;fleet register;NA;
ESP000024993;224018530;PLAYA ALTEA TERCERO;26.15;25-40 m;ESP;Bottom trawler;8740008;ESP000024993;EA5126;3AT-5-1-01;TRUE;active;fleet register;NA;
ESP000020312;224004000;PLAYA DA CATIVA;55.8;40-60 m;ESP;Bottom trawler;8802349;ESP000020312;EHTR;3GI-4-2179;TRUE;active;fleet register;NA;
ESP000025570;224083350;PLAYA DE AGUIÑO;29;25-40 m;ESP;Bottom trawler;9282663;ESP000025570;ECAG;3VILL-1-6-01;TRUE;active;fleet register;NA;
ESP000023930;224938000;PLAYA DE ARBEYAL;25;25-40 m;ESP;Other;8737582;ESP000023930;EA3510;3GI-4-2-98;TRUE;active;fleet register;NA;
ESP000022165;224405000;PLAYA DE BAKIO;75.6;60-80 m;ESP;Purse seiner;9010345;ESP000022165;EGWJ;3BI-2-1-91;TRUE;active;fleet register;NA;
ESP000015442;224943000;PLAYA DE BARRA;35.29;25-40 m;ESP;Bottom trawler;8701181;ESP000015442;EFHA;3VI-5-9941;TRUE;active;fleet register;NA;
ESP000026619;224472000;PLAYA DE CUBELAS;37.5;25-40 m;ESP;Other;9338345;ESP000026619;ECKE;3LU-2-5-05;TRUE;active;fleet register;NA;
ESP000009384;224754000;PLAYA DE GALICIA;53.75;40-60 m;ESP;Bottom trawler;7813107;ESP000009384;EAAM;3VI-5-9739;TRUE;active;fleet register;NA;
ESP000020232;224531000;PLAYA DE NOJA;77.3;60-80 m;ESP;Purse seiner;8806955;ESP000020232;EFAO;3BI-2-2871;TRUE;active;fleet register;NA;
ESP000023999;224160000;PLAYA DE RIL;36;25-40 m;ESP;Other;9190042;ESP000023999;EASX;3VI-5-11-98;TRUE;active;fleet register;NA;
ESP000027578;225459000;PLAYA DE RIS;87;> 80 m;ESP;Purse seiner;9684548;ESP000027578;EAKV;3BI-2-1-14;TRUE;active;fleet register;NA;
ESP000021530;224559000;PLAYA DE RODAS;55.8;40-60 m;ESP;Bottom trawler;8802363;ESP000021530;EHQQ;3GI-4-2186;TRUE;active;fleet register;NA;
ESP000015251;224732000;PLAYA DE SARTAXENS;65.9;60-80 m;ESP;Bottom trawler;8512645;ESP000015251;EHKC;3VI-5-9915;TRUE;active;fleet register;NA;
ESP000015268;224724000;PLAYA DE TAMBO;64.98;60-80 m;ESP;Bottom trawler;8613279;ESP000015268;EDWY;3VI-5-9905;TRUE;active;fleet register;NA;
ESP000022941;228067700;PLAYA DE TUYA;33.5;25-40 m;FRA;Bottom trawler;9108013;ESP000022941;FIUW;BA932998;TRUE;active;fleet register;NA;
ESP000026175;224136920;PLAYA DO CASTRO;28;25-40 m;ESP;Bottom trawler;8996750;ESP000026175;ECHU;3VILL-1-3-04;TRUE;active;fleet register;NA;
ESP000026951;224514000;PLAYA DO TORNO;36;25-40 m;ESP;Bottom trawler;9431408;ESP000026951;ECML;3CU-1-1-07;TRUE;active;fleet register;NA;
ESP000023817;224147350;PLAYA DO VILAR;26.4;25-40 m;ESP;Other;9194232;ESP000023817;EA3315;3VILL-1-2-98;TRUE;active;fleet register;NA;
ESP000025103;224314000;PLAYA MENDUIÑA DOS;62;60-80 m;ESP;Bottom trawler;9249958;ESP000025103;EBWV;3VI-4-6-01;TRUE;active;fleet register;NA;
ESP000025556;224992000;PLAYA MUIÑO VELLO;44.5;40-60 m;ESP;Other;9297632;ESP000025556;ECBQ;3VI-5-14-02;TRUE;active;fleet register;NA;
ESP000026083;224770000;PLAYA PESMAR DOS;71;60-80 m;ESP;Bottom trawler;9306598;ESP000026083;ECCI;3VI-2-2-03;TRUE;active;fleet register;NA;
ESP000025596;224369000;PLAYA PESMAR UNO;71;60-80 m;ESP;Bottom trawler;9281877;ESP000025596;EBUD;3VI-2-1-03;TRUE;active;fleet register;NA;
ESP000025767;224318000;PLAYA ZAHARA;47.75;40-60 m;ESP;Other;9297656;ESP000025767;ECCB;3VI-5-4-03;TRUE;active;fleet register;NA;
LVA000000175;275239000;PLIEŅCIEMS;25.6;25-40 m;LVA;Pelagic trawler;8725450;LVA000000175;YLJE;LVL0658;TRUE;active;fleet register;NA;
PRT000024974;263435240;POEMA DO MAR;25;25-40 m;PRT;Purse seiner;9857339;PRT000024974;CUIX4;PTVRE-121527-C;TRUE;active;fleet register;NA;
NLD201740082;244070300;POLAR;32;25-40 m;NLD;Bottom trawler;9851361;NLD201740082;PCDZ;UK-150;TRUE;active;fleet register;NA;
DNK000005696;244740354;POLARIS;27.98;25-40 m;NLD;Dredger;NA;DNK000005696;PE9840;HA-19;TRUE;active;fleet register;NA;
PRT000019788;263551000;POLARIS;37.5;25-40 m;PRT;Other;9032484;PRT000019788;CUEX;L-2066-N;TRUE;active;fleet register;NA;
ESP000024761;224075000;POMBO CINCO;30.7;25-40 m;ESP;Bottom trawler;8959324;ESP000024761;EAYL;3VI-5-9-00;TRUE;active;fleet register;NA;
ESP000024893;224013220;POMBO CUATRO;30.7;25-40 m;ESP;Bottom trawler;8959348;ESP000024893;EAYV;3VI-5-14-00;TRUE;active;fleet register;NA;
ESP000024844;224011290;POMBO SEIS;25.26;25-40 m;ESP;Bottom trawler;9223966;ESP000024844;EAZV;3VILL-1-3-00;TRUE;active;fleet register;NA;
ESP000024760;224013090;POMBO TRES;30.7;25-40 m;ESP;Bottom trawler;8959336;ESP000024760;EAMR;3VI-5-13-00;TRUE;active;fleet register;NA;
ESP000023369;224022170;POMBO UNO;28;25-40 m;ESP;Bottom trawler;9142851;ESP000023369;EAMX;3CO-2-2-96;TRUE;active;fleet register;NA;
DNK000044016;219022165;PONDUS;28.3;25-40 m;DNK;Bottom trawler;9782388;DNK000044016;OWBS;HM228;TRUE;active;fleet register;NA;
PRT000024684;255402890;PONTA CALHAU;26;25-40 m;PRT;Other;8687359;PRT000024684;CULX5;FN-1758-C;TRUE;active;fleet register;NA;
PRT000016196;204836000;PONTA DO ESPARTEL;25.74;25-40 m;PRT;Other;8719255;PRT000016196;CUXF;PTHOR-116680-C;TRUE;active;fleet register;NA;
PRT000018934;204835000;PONTA DOS ARCOS;28.1;25-40 m;PRT;Other;8906406;PRT000018934;CUXW;PTHOR-116593-C;TRUE;active;fleet register;NA;
ESP000026405;224160250;PORT DE ROSES;27.37;25-40 m;ESP;Bottom trawler;8799140;ESP000026405;EA8262;3BA-6-2-05;TRUE;active;fleet register;NA;
ESP000024733;225353000;PORTOSANTO;30.5;25-40 m;ESP;Bottom trawler;8962527;ESP000024733;EAPR;3VI-2-4-00;TRUE;active;fleet register;NA;
NLD198800366;244916000;POSEIDON;39.98;25-40 m;NLD;Dredger;8814641;NLD198800366;PGTX;HA-73;TRUE;active;fleet register;NA;
ESP000025396;224546000;PRAIA DE RODEIRA;40;40-60 m;ESP;Bottom trawler;9265330;ESP000025396;ECAL;3VI-4-3-02;TRUE;active;fleet register;NA;
ESP000026748;224201150;PRAIA DO TOURO;27.5;25-40 m;ESP;Bottom trawler;9095230;ESP000026748;ECLS;3VILL-1-8-06;TRUE;active;fleet register;NA;
ESP000024804;263434780;PRAIA SÃO FRANCISCO;28;25-40 m;PRT;Bottom trawler;9223978;ESP000024804;CUXT7;PTLEI-117606-C;TRUE;active;fleet register;NA;
PRT000001472;263411490;PRINCESA DO MONDEGO;25.39;25-40 m;PRT;Purse seiner;8799217;PRT000001472;CUFS2;PTVIC-117910-C;TRUE;active;fleet register;NA;
DEU110000301;263588000;PRINCESA SANTA JOANA;92.01;> 80 m;PRT;Bottom trawler;7234636;DEU110000301;CUIY6;PTAVE-113028-N;TRUE;active;fleet register;NA;
NLD198300393;227302000;PRINS BERNHARD;88.24;> 80 m;FRA;Pelagic trawler;8224406;NLD198300393;FKHH;FC716900;TRUE;active;fleet register;NA;
NLD199101249;211315540;PRINS MAURITS;41.82;40-60 m;DEU;Bottom trawler;9018608;NLD199101249;DQZO;NG12;TRUE;active;fleet register;NA;
PRT000022409;255402650;PROGRESSO FUTURO;32;25-40 m;PRT;Other;9551387;PRT000022409;CURS6;PTFNC-117017-C;TRUE;active;fleet register;NA;
NLD196700870;244620146;PROVIDENCE;28.01;25-40 m;NLD;Dredger;8994063;NLD196700870;PF2125;YE-26;TRUE;active;fleet register;NA;
ESP000024117;228378700;PUENTEAREAS UNO;36;25-40 m;FRA;Bottom trawler;9194189;ESP000024117;FLXH;BA935990;TRUE;active;fleet register;NA;
ESP000020876;224123490;PUIG NAULOS;26.9;25-40 m;ESP;Bottom trawler;2832005;ESP000020876;EA5883;3TA-3-2778;FALSE;exported;fleet register;NA;
ESP000027270;224409830;PUNTA ALJIBE TRES;25.2;25-40 m;ESP;Bottom trawler;8795302;ESP000027270;EA9379;3PM-1-3-08;TRUE;active;fleet register;NA;
ESP000024556;224949000;PUNTA CANCELADA;25.75;25-40 m;ESP;Purse seiner;8739774;ESP000024556;EADY;3GI-6-1-00;TRUE;active;fleet register;NA;
ESP000026559;224618000;PUNTA CANDIEIRA;32.75;25-40 m;ESP;Other;9362683;ESP000026559;ECKN;3FE-4-17-05;TRUE;active;fleet register;NA;
ESP000022656;224116380;PUNTA DO CASTRO;25.7;25-40 m;ESP;Other;8684553;ESP000022656;EA2349;3FE-2-3-93;TRUE;active;fleet register;NA;
ESP000025016;224032970;PUNTA DO XUNCOS;28;25-40 m;ESP;Other;9252125;ESP000025016;EBSZ;3VI-5-2-01;TRUE;active;fleet register;NA;
ESP000025109;227275010;PUNTA VIXIA;31.94;25-40 m;FRA;Bottom trawler;9247156;ESP000025109;FIKF;BA932152;TRUE;active;fleet register;NA;
ESP000024967;224366000;PUNTAL DE AGUETE;42.45;40-60 m;ESP;Other;9245990;ESP000024967;EBRS;3VI-5-3-01;TRUE;active;fleet register;NA;
CYP000000789;210460000;QUEEN IRENE;26.5;25-40 m;CYP;Other;8861955;CYP000000789;P3XH8;8861955;TRUE;active;fleet register;NA;
NLD199401853;244020352;QUO VADIS;44.14;40-60 m;NLD;Bottom trawler;9073878;NLD199401853;PCJV;SCH-63;TRUE;active;fleet register;NA;
FRA000683453;227909000;RABELAIS;32.8;25-40 m;FRA;Other;8902101;FRA000683453;FHQI;BA683453;TRUE;active;fleet register;NA;
GBR000B11597;250000527;RACHEL JAY;26.52;25-40 m;IRL;Bottom trawler;8808939;GBR000B11597;EI8447;S448;TRUE;active;manual;NA;
ESP000024996;228021800;RADOCHE TERCERO;30.43;25-40 m;FRA;Bottom trawler;8968519;ESP000024996;FIDH;BA930703;TRUE;active;fleet register;NA;
HRV000002397;238118140;RADULA;25.36;25-40 m;HRV;Purse seiner;9183180;HRV000002397;9A8531;ST R 253;TRUE;active;fleet register;NA;
BEL012791969;205325000;RAMBLERS;33.18;25-40 m;BEL;Bottom trawler;8740826;BEL012791969;OPKS;Z.279;FALSE;exit;fleet register;NA;
ESP000023528;224288000;RAMSES DOUS;32;25-40 m;ESP;Other;9166053;ESP000023528;EAOK;3VI-7-14-97;TRUE;active;fleet register;NA;
FIN000101175;277543000;RAMUS;33.6;25-40 m;LTU;Pelagic trawler;6726280;FIN000101175;LYAX;KL 897;TRUE;active;fleet register;NA;
SWE000000043;276853000;RANDI;31.8;25-40 m;EST;Bottom trawler;8911437;SWE000000043;ESLN;EK-2002;TRUE;active;fleet register;NA;
CYP000000792;210380000;RANIA;27.2;25-40 m;CYP;Bottom trawler;8688157;CYP000000792;P3WS8;711092;TRUE;active;fleet register;NA;
GBR000B13502;205153000;RAQUEL;37.2;25-40 m;BEL;Bottom trawler;8410043;GBR000B13502;OPCG;Z.59;TRUE;active;fleet register;NA;
ESP000022078;224103970;RAUL PRIMERO;33.5;25-40 m;ESP;Other;9031131;ESP000022078;EADZ;3FE-2-3007;TRUE;active;fleet register;NA;
POL022500049;261002420;RAVEN;25.6;25-40 m;POL;Pelagic trawler;7422087;POL022500049;SPK2156;KOŁ-125;TRUE;active;fleet register;NA;
ESP000023666;224892000;RAYMI;30.7;25-40 m;ESP;Other;9024619;ESP000023666;EA3176;3VI-5-14-97;TRUE;active;fleet register;NA;
PRT000021016;204287000;REI DOS ACORES;29.9;25-40 m;PRT;Other;8685832;PRT000021016;CUTE8;PTHOR-118454-C;TRUE;active;fleet register;NA;
ESP000024954;224706000;RELEIXO;37.5;25-40 m;ESP;Bottom trawler;8733378;ESP000024954;EBRL;3GC-1-11-00;TRUE;active;fleet register;NA;
LVA000000078;275016000;RENĀTE;25.45;25-40 m;LVA;Pelagic trawler;8963636;LVA000000078;YL2384;LVL2121;TRUE;active;fleet register;NA;
ESP000026134;224299000;REY DE OLAYA;32.6;25-40 m;ESP;Other;9348613;ESP000026134;ECHF;3GI-6-2-04;TRUE;active;fleet register;NA;
DEU000020400;211234500;RHEIDERLAND;26.29;25-40 m;DEU;Bottom trawler;7315521;DEU000020400;DEOG;NG2;TRUE;active;fleet register;NA;
NLD196301147;244650703;RI-JOS;43.53;40-60 m;NLD;Dredger;8878130;NLD196301147;PB4118;YE-35;TRUE;active;fleet register;NA;
ESP000023996;224067670;RIA DE MARIN;27.9;25-40 m;ESP;Bottom trawler;9192791;ESP000023996;EASD;3VI-2-2-98;TRUE;active;fleet register;NA;
HRV000002568;238281140;RIBAR;26.9;25-40 m;HRV;Purse seiner;8939403;HRV000002568;9AA2125;ZD R 149;TRUE;active;fleet register;NA;
PRT000021092;255501000;RIBEIRA DO MAR;25;25-40 m;PRT;Other;8686783;PRT000021092;CUTP6;FN-1659-C;TRUE;active;fleet register;NA;
ESP000021788;224250000;RIBEL TERCERO;28.3;25-40 m;ESP;Other;9010321;ESP000021788;EA2374;3VI-7-3554;TRUE;active;fleet register;NA;
ESP000025217;224052340;RINCHADOR;28;25-40 m;ESP;Bottom trawler;9245988;ESP000025217;EBXI;3VILL-1-12-01;TRUE;active;fleet register;NA;
ESP000021837;224133000;RIO ALGAR PRIMERO;33.02;25-40 m;ESP;Bottom trawler;9007221;ESP000021837;EGYL;3GI-4-2203;TRUE;active;fleet register;NA;
